ID,Rationale / Explanation,,,,
AR_ROI_09,"Establishes stage-gates to kill bad projects early rather than continuing to invest. Prevents sunk cost fallacy from destroying additional capital.

Check:
• Minimum ROI threshold for continuation
• Stage-gate decision points defined
• Kill criteria documented and approved
• Budget reallocation process established

Ask: Finance Team, Executive Sponsor",,,,AR_ROI_13
AR_ROI_10,"Validates data readiness through annotation/labeling availability. Data labeling typically costs $50K-$500K+ and takes 3-6 months for supervised learning projects.

Check:
• Percentage of data already labeled
• Labeling cost and timeline estimated
• Labeling quality standards defined
• Inter-annotator agreement measured

Common mistake: Discovering after project start that zero training data is labeled, requiring 6-month labeling delay.

Ask: Data Science Team, Data Engineering Team",,,,AR_ROI_14
AR_ROI_11,"Quantifies compute infrastructure costs that commonly exceed estimates by 2-5x. GPU costs and API tokens can consume entire project budgets if uncapped.

Check:
• Per-inference cost calculated
• Monthly token/compute budget set
• Cost circuit breakers configured
• Scaling cost projections validated

Common mistake: Estimating costs from prototype usage rather than production scale (1000x volume increase).

Ask: DevOps Team, Finance Team",,,,AR_ROI_15
AR_ROI_12,"Ensures simpler alternatives were evaluated before committing to AI complexity. Rule-based systems or traditional ML often solve problems at 1/10th the cost.

Check:
• Traditional automation evaluated
• Cost-benefit comparison documented
• Complexity justification validated
• ""Do nothing"" option assessed

Common mistake: Jumping to AI because it's trendy rather than choosing the simplest effective solution.

Ask: Architecture Team, Business Analyst",,,,AR_ROI_16
AR_ROI_13,"Tracks ongoing drift management costs that kill ROI after Year 1. Model performance typically degrades 10-30% annually without retraining costing $50K-$200K per cycle.

Check:
• Retraining frequency defined
• Annual retraining budget allocated
• Drift monitoring tools configured
• Performance degradation thresholds set

Ask: ML Engineering Team, Finance Team",,,,AR_ROI_17
AR_ROI_14,"Validates time-to-value expectations against realistic implementation timelines. AI projects average 9-18 months to production value; 3-month expectations guarantee disappointment.

Check:
• Realistic timeline with milestones
• Leadership aligned on timeframe
• Buffer for integration delays built in
• Pilot before full deployment planned

Common mistake: Promising 3-6 month delivery when data prep alone takes 4 months.

Ask: Project Manager, Executive Sponsor",,,,AR_ROI_18
AR_ROI_15,"Prevents vendor lock-in that destroys long-term ROI through pricing escalations. Multi-year contracts often include 15-30% annual price increases.

Check:
• Multi-year pricing locked in contract
• Exit clauses and data portability verified
• Alternative vendor costs benchmarked
• Open-source alternatives evaluated

Ask: Procurement Team, Legal Team",,,,AR_ROI_19
AR_ROI_16,"Quantifies integration complexity that commonly doubles project costs and timelines. Each system integration adds 2-4 weeks and $20K-$100K in effort.

Check:
• Number of integration points identified
• API availability and documentation verified
• Integration cost per system estimated
• Legacy system constraints assessed

Ask: Enterprise Architecture Team, Integration Team",,,,AR_ROI_20
AR_ROI_17,"Ensures user adoption through change management investment. 30% of AI project budgets should fund adoption; most allocate under 5%.

Check:
• Change management budget percentage
• Training plan for end users
• Communication plan to stakeholders
• Adoption metrics and incentives defined

Common mistake: Spending 95% on technology and 5% on adoption, then wondering why no one uses the system.

Ask: Change Management Team, HR Team",,,,AR_ROI_21
AR_ROI_18,"Validates competitive necessity versus innovation theater. ""Everyone's doing AI"" is not a business case; quantified competitive disadvantage is.

Check:
• Competitor AI capabilities documented
• Market share impact quantified
• Customer demands for AI features verified
• First-mover advantage timeframe assessed

Ask: Strategy Team, Market Research Team",,,,AR_ROI_22
AR_ROI_19,"Controls scope creep that destroys ROI by adding 2-3x functionality after kickoff. Successful AI projects start narrow with 1-2 use cases maximum.

Check:
• MVP scope clearly defined and frozen
• Out-of-scope items documented
• Scope change control process established
• Phase 2 features deferred until MVP success

Common mistake: Starting with ""intelligent automation for all departments"" instead of one defined process.

Ask: Project Manager, Product Owner",,,,AR_ROI_23
AR_ROI_20,"Validates skill availability to avoid 6-12 month hiring delays and 30-50% salary premiums. Specialized AI talent costs $150K-$300K+ in competitive markets.

Check:
• Required skills documented
• Internal capability gap assessed
• Hiring timeline and budget validated
• Contractor/consulting costs included

Ask: HR Team, Hiring Manager",,,,AR_ROI_24
AR_ROI_21,"Measures opportunity cost of internal resources consumed. Using your best data scientists for 12 months means other projects don't happen.

Check:
• Internal FTE allocation documented
• Alternative project values assessed
• Resource prioritization justified
• Opportunity cost included in ROI calc

Ask: Resource Manager, Finance Team",,,,AR_ROI_25
AR_ROI_22,"Validates POC success criteria before scaling. 80% of POCs ""succeed"" but fail in production; clear go/no-go metrics prevent waste.

Check:
• POC success metrics defined
• Production scaling costs estimated
• Technical debt from POC assessed
• Go/no-go decision criteria documented

Common mistake: Declaring POC success because model trained, ignoring that production requires complete rebuild.

Ask: Data Science Team, Architecture Team",,,,AR_PSYCH_01
AR_ROI_23,"Establishes post-deployment ROI tracking to validate assumptions and justify continued investment. Without measurement, teams can't prove value or optimize.

Check:
• Monthly/quarterly ROI reporting defined
• Automated dashboards configured
• Baseline comparison methodology set
• Reporting ownership assigned

Ask: Analytics Team, Finance Team",,,,AR_PSYCH_02
AR_ROI_24,"Validates data governance permissions to avoid legal blocks. 40% of AI projects discover mid-stream they can't legally use the data they planned on.

Check:
• Data usage rights confirmed with legal
• Privacy compliance validated
• Third-party data licenses verified
• Cross-border data transfer approved

Common mistake: Assuming ""we have the data"" means ""we can legally use it for AI training.""

Ask: Legal Team, Data Privacy Officer",,,,AR_PSYCH_03
AR_ROI_25,"Quantifies cost overrun contingency for realistic budgeting. AI projects exceed initial estimates by 50-200% on average; 20% contingency is insufficient.

Check:
• Contingency percentage in budget
• Historical project overrun data reviewed
• Risk-adjusted cost scenarios modeled
• Funding source for overruns identified

Ask: Finance Team, PMO",,,,AR_PSYCH_04
AR_PSYCH_01,"Prevents AI systems from optimizing for engagement metrics that conflict with user wellbeing. Systems optimized solely for clicks, time-on-platform, or revenue often inadvertently exploit psychological vulnerabilities causing anxiety, addiction, or compulsive behaviors.

Check:
• Wellbeing metrics tracked alongside business KPIs
• Optimization objectives explicitly exclude manipulation tactics
• Trade-offs between engagement and harm documented
• Ethics review of optimization function completed

Common mistake: Assuming high engagement equals satisfied users, ignoring that addictive patterns drive engagement while harming wellbeing.

Ask: Product Team, Data Science Team, Ethics Committee",,,,AR_PSYCH_05
AR_PSYCH_02,"Protects populations with diminished autonomy from AI systems designed without appropriate safeguards. Children, elderly, cognitively impaired, and individuals in crisis states cannot provide informed consent or resist manipulation tactics effective on general populations.

Check:
• Age verification or detection mechanisms implemented
• Enhanced protections for detected vulnerable users
• Crisis state detection with appropriate interventions
• Parental controls and consent for minors

Common mistake: Applying adult consent standards to children, or failing to detect elderly users being exploited through loneliness or cognitive decline.

Ask: Product Team, Legal Team, Ethics Committee",,,,AR_COGDEC_01
AR_PSYCH_03,"Ensures A/B testing and personalization experiments are evaluated for psychological harm before deployment. Tests optimizing for persuasion, urgency, scarcity, or social proof can cross ethical lines into manipulation without oversight.

Check:
• Ethics review process for A/B tests exists
• Psychological manipulation tactics flagged pre-deployment
• Tests involving vulnerable populations require approval
• Criteria defining unacceptable manipulation documented

Common mistake: Running hundreds of A/B tests for conversion optimization without evaluating whether ""winning"" variants exploit psychological vulnerabilities.

Ask: Product Team, Data Science Team, Ethics Committee",,,,AR_COGDEC_02
AR_PSYCH_04,"Tracks psychological impact post-deployment to detect harm patterns invisible during development. User wellbeing degradation, addiction behaviors, anxiety increases, or dependency formation often emerge only after sustained AI exposure.

Check:
• User wellbeing surveys or assessments conducted
• Behavioral harm indicators monitored (usage compulsion, anxiety)
• Clinical outcome tracking for health/mental health apps
• Incident reporting process for psychological harm

Common mistake: Tracking only business metrics post-launch, discovering psychological harm only through media coverage or lawsuits.

Ask: Product Team, Customer Research Team, Clinical Team",,,,AR_COGDEC_03
AR_PSYCH_05,"Ensures users understand how AI influences their decisions enabling informed consent and autonomy. Opaque persuasion tactics, hidden personalization, or undisclosed psychological profiling violate user autonomy even when not explicitly harmful.

Check:
• Users informed AI is personalizing content/recommendations
• Explanation of influence mechanisms provided
• Opt-out from personalization available
• Transparency about psychological models used

Common mistake: Burying AI personalization in terms of service, assuming legal compliance equals ethical transparency.

Ask: Product Team, Legal Team, UX Team",,,,AR_COGDEC_04
AR_COGDEC_01,"Establishes measurable baseline competency before AI automation to detect skill degradation over time. Without baseline measurements, organizations cannot determine whether AI is causing deskilling or whether performance changes result from other factors.

Check:
• Pre-deployment competency assessments completed
• Baseline skill measurements documented and stored
• Assessment methodology validated and repeatable
• Control groups identified for comparison

Common mistake: Deploying AI without baseline metrics, then discovering critical skills have atrophied but lacking data proving causation or measuring extent.

Ask: HR Team, Training Team, Department Managers",,,,AR_COGDEC_05
AR_COGDEC_02,"Prevents critical skill atrophy in high-stakes domains where AI failure could cause catastrophic outcomes. Pilots must maintain manual flying ability, surgeons must retain manual dexterity, operators must preserve emergency response skills despite AI automation.

Check:
• Mandatory skill maintenance programs established
• Regular hands-on practice without AI assistance
• Competency recertification intervals defined
• Skills practice tracked and enforced

Common mistake: Assuming skills persist without practice, discovering during AI failure that operators cannot perform manual override because skills atrophied from years of non-use.

Ask: Safety Team, Training Team, Operations Team",,,,AR_MOTIV_01
AR_COGDEC_03,"Tracks cognitive performance longitudinally to detect degradation patterns invisible in point-in-time assessments. Attention span reduction, memory deterioration, and analytical skill decline emerge gradually requiring continuous monitoring for early intervention.

Check:
• Quarterly or annual cognitive assessments conducted
• Performance metrics tracked over time
• Statistical analysis identifies degradation trends
• Early warning thresholds trigger interventions

Common mistake: Annual performance reviews measure outcomes but not underlying cognitive abilities, missing gradual decline until performance collapse occurs.

Ask: HR Team, Occupational Health Team, Analytics Team",,,,AR_MOTIV_02
AR_COGDEC_04,"Ensures AI systems include features preventing over-reliance and cognitive offloading. Progressive disclosure, optional assistance levels, and forced engagement modes maintain cognitive activation rather than complete automation inducing passivity.

Check:
• AI assistance level is user-adjustable
• System requires active user engagement, not passive acceptance
• Progressive disclosure prevents immediate answers
• Periodic AI-off modes force manual operation

Common mistake: Designing AI to maximize convenience and automation, inadvertently training users into complete cognitive dependence and skill loss.

Ask: Product Team, UX Team, Training Team",,,,AR_MOTIV_03
AR_COGDEC_05,"Defines intervention thresholds and remediation protocols when cognitive decline is detected. Early identification without response mechanisms allows continued degradation; clear protocols enable skill recovery before permanent loss.

Check:
• Performance decline thresholds documented
• Remediation programs defined and resourced
• Temporary AI restriction protocols established
• Return-to-AI criteria after remediation

Common mistake: Detecting skill degradation through monitoring but lacking intervention authority or remediation programs, resulting in continued decline.

Ask: HR Team, Training Team, Management",,,,AR_MOTIV_04
AR_MOTIV_01,"Establishes baseline intrinsic motivation before AI deployment to measure impact on engagement, purpose, and professional satisfaction. Without baseline data, organizations cannot distinguish AI-induced motivation loss from other organizational factors.

Check:
• Employee engagement surveys completed pre-deployment
• Intrinsic motivation indicators measured (autonomy, mastery, purpose)
• Job satisfaction baseline documented
• Control groups identified for comparison

Common mistake: Measuring only productivity and efficiency post-AI, missing that employees are disengaged, demoralized, and seeking other employment.

Ask: HR Team, Organizational Development Team",,,,AR_MOTIV_05
AR_MOTIV_02,"Prevents AI from removing meaningful work components that provide intrinsic satisfaction. Tasks involving problem-solving, creativity, judgment, and mastery development are motivationally critical; automating these destroys engagement while leaving only rote execution.

Check:
• Job task analysis identifying meaningful vs. rote components
• AI automation targets rote tasks, preserves meaningful work
• Employee input on task automation priorities
• Redesigned roles maintain challenge and growth opportunities

Common mistake: Automating the interesting parts of jobs (diagnosis, analysis, problem-solving) leaving only boring administrative tasks, then wondering why employees disengage.

Ask: HR Team, Department Managers, Employees",,,,AR_MOTIV_06
AR_MOTIV_03,"Maintains employee autonomy and decision-making authority preventing learned helplessness from AI removing all agency. When employees cannot influence outcomes or make meaningful decisions, motivation collapses even if productivity increases.

Check:
• Employees retain decision authority in their domain
• AI provides recommendations, not mandates
• Override mechanisms exist and are used without penalty
• Employee judgment valued and incorporated

Common mistake: Implementing AI that makes all decisions automatically, reducing employees to button-pushers who execute AI instructions without thought or agency.

Ask: Department Managers, Employees, Product Team",,,,AR_MOTIV_07
AR_MOTIV_04,"Tracks quality standards and work pride indicators detecting degradation from ""AI will catch errors"" mentality. When employees know AI reviews their work, personal quality standards often decline as responsibility shifts to the machine.

Check:
• Quality metrics tracked pre and post-AI deployment
• Error rates monitored at employee level
• Work pride and craftsmanship attitudes assessed
• Quality feedback loops maintained

Common mistake: Celebrating that AI catches employee errors, missing that employee error rates increased because individuals stopped careful self-review.

Ask: Quality Assurance Team, Department Managers",,,,AR_MOTIV_08
AR_MOTIV_05,"Monitors initiative and proactive behavior preventing passive execution mentality where employees only respond to AI prompts. Loss of self-directed problem identification and improvement suggestions signals motivation collapse.

Check:
• Employee-initiated improvements tracked over time
• Proactive problem identification measured
• Suggestion submission rates monitored
• Innovation participation tracked

Common mistake: Measuring only task completion and AI utilization rates, missing that employees stopped thinking independently or suggesting improvements.

Ask: HR Team, Department Managers, Innovation Team",,,,AR_MOTIV_09
AR_MOTIV_06,"Preserves professional identity and sense of expertise preventing existential work meaninglessness. When AI performs core professional tasks, employees question their value and purpose leading to disengagement even while employed.

Check:
• Career development paths updated for AI era
• Professional skill value communicated clearly
• Expertise areas identified that AI cannot replace
• Training on human-AI collaboration value proposition

Common mistake: Deploying AI that does ""professional work"" while telling employees to ""focus on human skills"" without defining what those are or why they matter.

Ask: HR Team, Department Managers, Professional Development Team",,,,AR_MOTIV_10
AR_MOTIV_07,"Prevents creative and analytical effort reduction from AI autocomplete and suggestion features. Over-reliance on AI-generated content, code, or analysis reduces original thinking and creative problem-solving engagement.

Check:
• Creative output originality assessed over time
• AI suggestion acceptance rates monitored
• Original vs. AI-assisted work ratio tracked
• Deep work time allocation measured

Common mistake: Measuring productivity improvements from AI assistance while missing that employees stopped thinking creatively and just accept AI suggestions.

Ask: Department Managers, Innovation Team, Product Team",,,,AR_DEPR_01
AR_MOTIV_08,"Ensures learning and skill development opportunities remain available preventing stagnation from AI removing growth challenges. Continuous learning drives intrinsic motivation; AI that eliminates all challenging tasks causes professional stagnation and disengagement.

Check:
• Professional development opportunities defined
• Stretch assignments available beyond AI capabilities
• Skill growth measured and rewarded
• Learning culture maintained post-AI deployment

Common mistake: AI handles all complex work efficiently, leaving no challenging learning opportunities, causing ambitious employees to leave for growth elsewhere.

Ask: HR Team, Learning & Development Team, Department Managers",,,,AR_DEPR_02
AR_MOTIV_09,"Monitors employee turnover and exit interview data for AI-related motivation issues. High performers leaving due to work meaninglessness or lack of autonomy indicates serious motivation problems that productivity metrics miss.

Check:
• Exit interviews specifically ask about AI impact
• Voluntary turnover analyzed by AI exposure level
• High performer retention tracked separately
• Reasons for resignation categorized and trended

Common mistake: Celebrating productivity gains while top performers quietly resign because work became boring, unchallenging, or meaningless after AI deployment.

Ask: HR Team, Talent Management Team",,,,AR_DEPR_03
AR_MOTIV_10,"Establishes intervention protocols when motivation decline indicators exceed thresholds. Early detection without response allows continued degradation; systematic interventions enable motivation recovery before permanent disengagement.

Check:
• Motivation decline thresholds defined
• Intervention protocols documented and resourced
• Work redesign authority and budget allocated
• Success metrics for intervention effectiveness

Common mistake: Detecting motivation issues through surveys or metrics but lacking authority or resources to redesign work, change AI systems, or implement interventions.

Ask: HR Team, Department Managers, Executive Leadership",,,,AR_DEPR_04
AR_DEPR_01,"Establishes mental health baseline before AI deployment enabling detection of depression symptoms attributable to AI exposure. Without baseline data, organizations cannot distinguish AI-induced mental health changes from other factors or pre-existing conditions.

Check:
• Validated mental health screening instruments used
• Baseline administered before AI deployment
• Confidentiality protections and clinical oversight in place
• Employee mental health resources available pre-deployment

Common mistake: Attempting mental health measurement without clinical expertise, violating privacy protections, or screening without support resources available.

Ask: Occupational Health Team, Clinical Psychologist, HR Team",,,,AR_DEPR_05
AR_DEPR_02,"Monitors depression risk factors exacerbated by AI systems including social isolation, chronic stress, sleep disruption, and constant performance surveillance. Early detection of risk factor elevation enables intervention before clinical depression develops.

Check:
• Social connection and isolation metrics tracked
• Sleep quality and duration monitored if relevant
• Workplace stress indicators assessed
• Surveillance and monitoring impact evaluated

Common mistake: Measuring only productivity while AI-driven performance pressure, isolation from automation, or algorithmic management creates chronic stress causing depression.

Ask: Occupational Health Team, HR Team, Department Managers",,,,AR_DEPEND_01
AR_DEPR_03,"Ensures professional mental health resources are immediately accessible when AI systems detect or contribute to depressive symptoms. Depression screening without clinical support infrastructure is unethical and potentially harmful.

Check:
• Licensed mental health professionals available
• Employee Assistance Program (EAP) includes AI-related issues
• Crisis hotlines and emergency resources publicized
• Culturally appropriate mental health services offered

Common mistake: Screening for mental health issues without providing accessible, confidential professional support creating awareness of problems without solutions.

Ask: HR Team, Occupational Health Team, Benefits Team",,,,AR_DEPEND_02
AR_DEPR_04,"Prevents AI systems from amplifying depressive content or creating feedback loops worsening mental health. Algorithms optimizing for engagement often promote comparison, negative content, or isolating behaviors exacerbating depression in vulnerable users.

Check:
• Content algorithms evaluated for mental health impact
• Amplification of negative or comparison content prevented
• Vulnerable user detection with protective interventions
• Engagement optimization balanced with wellbeing metrics

Common mistake: Optimizing AI purely for engagement metrics, inadvertently creating echo chambers of negative content or comparison spirals worsening user depression.

Ask: Product Team, Data Science Team, Ethics Committee",,,,AR_DEPEND_03
AR_DEPR_05,"Establishes crisis intervention protocols when severe depression symptoms or suicidal ideation are detected. AI systems identifying mental health crises without immediate human intervention and clinical support create liability and ethical violations.

Check:
• Crisis detection triggers immediate human review
• Licensed clinicians involved in high-risk cases
• Emergency services contact protocols established
• Legal and ethical review of intervention authority

Common mistake: AI detecting crisis language or suicidal ideation but only logging data or sending generic resources rather than triggering immediate clinical intervention.

Ask: Clinical Team, Legal Team, Product Safety Team",,,,AR_DEPEND_04
AR_DEPEND_01,"Establishes baseline self-efficacy and decision confidence before AI deployment enabling detection of dependency development. Without baseline measurement, organizations cannot distinguish AI-induced confidence erosion from pre-existing low confidence.

Check:
• Self-efficacy scales administered pre-deployment
• Decision confidence levels documented
• Independent judgment capability assessed
• Baseline anxiety without tools measured

Common mistake: Deploying AI without baseline confidence data, later discovering employees refuse to make decisions without AI validation but lacking evidence this is AI-induced change.

Ask: Occupational Health Team, HR Team, Department Managers",,,,AR_DEPEND_05
AR_DEPEND_02,"Ensures operational continuity when AI systems are unavailable through documented fallback procedures and maintained manual capabilities. Dependency creates fragility; AI outages cause complete operational failure when humans cannot or will not function without AI.

Check:
• Manual procedures documented and tested
• Employees capable of manual operation
• Fallback procedures practiced regularly
• Business continuity plans include AI unavailability

Common mistake: Assuming AI uptime will be perfect, discovering during outages that no one remembers or is willing to perform manual processes causing operational paralysis.

Ask: Business Continuity Team, Operations Team, IT Team",,,,AR_HIRE_01
AR_DEPEND_03,"Tracks confidence erosion and decision paralysis symptoms indicating unhealthy AI dependency development. Warning signs include refusing to make decisions without AI validation, anxiety when AI unavailable, or over-consultation on trivial matters.

Check:
• Decision-making patterns monitored over time
• AI consultation frequency tracked
• Employee confidence surveys repeated quarterly
• Escalation rates for simple decisions measured

Common mistake: Employees consult AI for every minor decision signaling lost confidence in own judgment, but no tracking system detects this dependency pattern until crisis occurs.

Ask: HR Team, Department Managers, Analytics Team",,,,AR_HIRE_02
AR_DEPEND_04,"Implements mandatory AI-free periods maintaining human judgment capability and preventing complete dependency. Regular practice making decisions without AI assistance preserves confidence, skills, and organizational resilience during AI failures.

Check:
• Scheduled AI-free periods or tasks defined
• Employees required to make decisions without AI consultation
• Manual work products reviewed for quality maintenance
• AI-free performance tracked and valued

Common mistake: Making AI always available for convenience, inadvertently training employees into complete dependence, discovering too late that human judgment capability atrophied.

Ask: Department Managers, Training Team, Operations Team",,,,AR_HIRE_03
AR_DEPEND_05,"Establishes intervention protocols for excessive dependency including confidence rebuilding, gradual AI reduction, and professional support. Early intervention prevents dependency from becoming permanent inability to function independently.

Check:
• Dependency threshold criteria documented
• Intervention protocols defined and resourced
• Confidence rebuilding programs available
• Gradual AI weaning procedures established

Common mistake: Detecting unhealthy dependency through monitoring but lacking intervention programs, allowing dependency to deepen until employees genuinely cannot function without AI assistance.

Ask: HR Team, Occupational Health Team, Department Managers",,,,AR_HIRE_04
AR_HIRE_01,"Prevents hiring for obsolete skills while missing critical AI-era capabilities. Traditional job descriptions emphasize tasks AI will automate; redesigned roles focus on uniquely human capabilities, AI collaboration skills, and judgment under uncertainty.

Check:
• Job descriptions updated post-AI impact assessment
• Skills analysis distinguishes automatable vs. human-essential
• AI collaboration capabilities included in requirements
• Role redesign completed before posting positions

Common mistake: Copying pre-AI job descriptions, hiring people whose core skills will be automated within months, then facing immediate skills mismatch and retraining costs.

Ask: HR Team, Hiring Managers, Department Leaders",,,,AR_HIRE_05
AR_HIRE_02,"Ensures assessment methods evaluate AI-era competencies rather than pre-AI skills. Traditional interviews, case studies, and tests measure capabilities AI now handles; new assessments evaluate judgment, creativity, AI prompt engineering, and human-AI collaboration effectiveness.

Check:
• Interview questions updated for AI-augmented roles
• Case studies reflect hybrid human-AI workflows
• Technical assessments include AI tool proficiency
• Evaluation criteria weighted toward human judgment

Common mistake: Using traditional case interviews testing research or analysis skills that AI now performs, selecting candidates strong in automatable areas while missing AI collaboration aptitude.

Ask: HR Team, Talent Acquisition Team, Hiring Managers",,,,AR_CAREER_01
AR_HIRE_03,"Addresses entry-level hiring crisis when AI automates traditional junior work eliminating learning pathways. Organizations must create alternative skill development mechanisms or accept that junior talent cannot progress to senior expertise levels.

Check:
• Junior role value proposition redefined post-automation
• Alternative learning pathways identified beyond automated tasks
• Apprenticeship or rotation programs redesigned
• Entry-level hiring strategy addresses automation impact

Common mistake: Automating junior analyst, associate, or assistant work without creating replacement learning opportunities, discovering entry-level positions have no development path causing recruitment and retention crisis.

Ask: HR Team, Department Leaders, Talent Development Team",,,,AR_CAREER_02
AR_HIRE_04,"Replaces obsolete training programs designed for pre-AI workflows with AI-integrated skill development. Existing training teaches manual execution of tasks AI now automates; updated programs teach AI collaboration, output validation, exception handling, and judgment development.

Check:
• Training curriculum audited for AI automation impact
• Programs updated to teach AI tool proficiency
• Human judgment and validation skills emphasized
• Training materials reflect hybrid workflows

Common mistake: Continuing to train employees on manual processes AI performs, wasting training budgets while failing to develop skills actually needed in AI-augmented roles.

Ask: Learning & Development Team, Training Team, Department Managers",,,,AR_CAREER_03
AR_HIRE_05,"Establishes continuous learning infrastructure addressing rapid AI-driven skill obsolescence. Skills half-life has collapsed from 10+ years to 18-24 months; one-time training becomes insufficient requiring perpetual upskilling systems and learning culture transformation.

Check:
• Continuous learning platforms and budgets allocated
• Skill refresh cycles aligned with AI evolution pace
• Learning time protected in employee schedules
• Skills gap tracking with proactive reskilling

Common mistake: Treating AI training as one-time event, discovering skills are obsolete within 18 months but lacking infrastructure for continuous employee development.

Ask: Learning & Development Team, HR Team, Executive Leadership",,,,AR_CAREER_04
AR_CAREER_01,"Addresses partnership track dissolution when AI automates the junior-to-senior progression path. Traditional professional services advancement requires mastery gained through years performing now-automated work; without redesigned progression, talent cannot develop partnership-level expertise.

Check:
• Alternative expertise development paths defined
• Progression milestones updated for AI-augmented work
• Partnership criteria revised beyond billable hours
• Clear timeline and requirements documented

Common mistake: Maintaining traditional 8-10 year partnership track while AI eliminated the foundational work providing expertise development, creating pathway with missing rungs.

Ask: Partnership Committee, HR Team, Practice Leaders",,,,AR_CAREER_05
AR_CAREER_02,"Prevents compensation model collapse when billable hour economics break down. AI performing junior work eliminates high-margin billable hours while fixed costs remain; firms must develop alternative economic models before revenue crisis forces chaotic restructuring.

Check:
• Economic impact analysis of AI on billing completed
• Alternative pricing models explored (value-based, subscription)
• Compensation structure revised for reduced billable hours
• Financial sustainability validated under new model

Common mistake: Continuing billable hour model as AI destroys junior billable capacity, facing sudden revenue collapse without prepared alternative economic structure.

Ask: Finance Team, Partnership Committee, Strategy Team",,,,AR_PROCESS_01
AR_CAREER_03,"Addresses talent retention crisis when career progression becomes unclear. High-performing junior professionals leave when partnership path is ambiguous or unattainable, creating brain drain and destroying future leadership pipeline.

Check:
• Turnover rates monitored by level and performance tier
• Exit interviews identify career path concerns
• Retention programs address progression uncertainty
• Talent value proposition updated for AI era

Common mistake: Losing top-performing associates and analysts to industry or competitors while unaware career path ambiguity is primary driver, discovering too late that leadership pipeline is empty.

Ask: HR Team, Talent Management, Practice Leaders",,,,AR_PROCESS_02
AR_CAREER_04,"Ensures apprenticeship and mentorship systems remain functional when AI eliminates traditional learning mechanisms. Senior professionals historically trained juniors through work delegation and review; automation removes this interaction destroying knowledge transfer and culture transmission.

Check:
• Mentorship programs redesigned for AI-augmented work
• Knowledge transfer mechanisms beyond work delegation
• Senior-junior interaction preserved despite automation
• Cultural values transmission protected

Common mistake: AI eliminating work delegation removes all senior-junior interaction, severing mentorship relationships, and destroying organizational culture and tacit knowledge transfer.

Ask: Practice Leaders, Professional Development, Partnership Committee",,,,AR_PROCESS_03
AR_CAREER_05,"Defines new professional identity and value proposition when AI performs traditional core work. Professionals derive meaning and status from expertise AI now demonstrates; organizations must articulate why human professionals remain valuable preventing existential career crisis.

Check:
• Professional value proposition redefined for AI era
• Clear articulation of uniquely human contributions
• Career meaning and purpose addressed explicitly
• Professional identity supported through transition

Common mistake: Deploying AI that performs ""professional work"" without articulating new professional value proposition, causing identity crisis, demoralization, and exodus of talented professionals.

Ask: Executive Leadership, Practice Leaders, Professional Development",,,,AR_PROCESS_04
AR_PROCESS_01,"Prevents ""paving the cow path"" by automating broken processes with AI rather than redesigning for efficiency. AI deployment on inefficient workflows locks in waste at machine speed; process redesign before automation eliminates root inefficiencies first.

Check:
• Process mapping completed before AI deployment
• Bottlenecks and inefficiencies identified and addressed
• Workflow redesigned for human-AI collaboration
• Business case validates automation targets right processes

Common mistake: Automating existing manual workflows without questioning whether process itself is optimal, achieving efficiency gains while missing transformation opportunities.

Ask: Process Excellence Team, Operations Team, Department Managers",,,,AR_PROCESS_05
AR_PROCESS_02,"Defines clear decision authority allocation preventing confusion, bottlenecks, and accountability gaps. Without explicit rules specifying which decisions AI makes autonomously versus requiring human approval, processes stall in approval loops or proceed unsafely on autopilot.

Check:
• Decision rights matrix documented (AI autonomous, AI recommends, human decides)
• Authority levels aligned with risk and complexity
• Override protocols established and communicated
• Accountability assignment clear for each decision type

Common mistake: Deploying AI without defining decision authority, creating organizational paralysis as humans await AI or AI awaits humans with no clarity on who decides.

Ask: Process Owners, Legal Team, Risk Management",,,,AR_PROCESS_06
AR_PROCESS_03,"Establishes exception handling protocols for cases AI cannot process autonomously. Without defined escalation paths, exceptions create bottlenecks, AI systems freeze awaiting human intervention, or worse, AI proceeds incorrectly rather than requesting help.

Check:
• Exception criteria documented (what triggers escalation)
• Escalation paths and response times defined
• Human expert availability ensured
• Exception logs tracked for process improvement

Common mistake: AI handles 95% of cases efficiently but 5% exceptions create chaos with no routing mechanism, causing delays exceeding pre-AI processing times.

Ask: Operations Team, IT Team, Process Owners",,,,AR_PROCESS_07
AR_PROCESS_04,"Ensures quality assurance mechanisms exist for AI outputs preventing error propagation through downstream processes. Humans must validate AI work without becoming rubber-stamps; effective QA requires sampling strategies, validation criteria, and error feedback loops.

Check:
• AI output validation requirements defined
• Sampling strategy for QA (not 100% review, not 0%)
• Validation criteria and error thresholds established
• Feedback loops from QA to AI model improvement

Common mistake: Either humans review 100% of AI outputs negating efficiency gains, or review 0% accepting all AI outputs allowing errors to compound downstream.

Ask: Quality Assurance Team, Process Owners, Risk Management",,,,AR_PROCESS_08
