COMPLIANCE MAPPING DB  —  ISO/IEC 42001:2023 | NIST AI RMF 1.0 | OWASP LLM Top 10 | EU AI Act 2024  |  122 questions × 4 frameworks,,,,,,,,,,,,,,
QID Code,Component Group,Question,Severity,"Max Risk
Score /100","Risk
Count","Compliance
Priority","ISO 42001
Clauses (Short)","NIST RMF
Functions (Short)","OWASP
References (Short)","EU AI Act
Articles (Short)","ISO/IEC 42001:2023
(Full Reference)","NIST AI RMF 1.0
(Full Reference)","OWASP LLM Top 10
(Full Reference)","EU AI Act 2024
(Full Reference)"
AR_163,Vector Database,"Is your AI Repo ""pinned"" to a specific data snapshot, preventing it from using ""live"" data during a training or fine-tuning run?",Medium,7.28,2,🟡 Medium,Annex A.7.5 | Clause 8.5,MEASURE 2.3 | MANAGE 4.2,LLM04 - Data and Model Poisoning,Art. 10 (Data governance - training data immutability) | Art. 9 (Risk management),"ISO/IEC 42001:2023 Annex A.7.5 (AI data provenance - snapshot pinning), Clause 8.5 (AI validation controls)","NIST AI RMF 1.0 MEASURE 2.3 (AI training data integrity), MANAGE 4.2 (AI training reproducibility)",OWASP LLM Top 10: LLM04 - Data and Model Poisoning (live data contamination during training run),"EU AI Act Art. 10 (Data governance - training data immutability), Art. 9 (Risk management)"
AR_164,Vector Database,"Does your Repository support ""Private Information Retrieval"" where the database doesn't actually ""know"" what the AI is searching for?",Low,4.23,2,🟢 Low,Annex A.10.1 | Annex A.9.3,MEASURE 2.4 | MAP 1.6,LLM06 - Sensitive Information Disclosure,Art. 10 (Data governance - privacy-preserving techniques) | Art. 9 (Risk management),"ISO/IEC 42001:2023 Annex A.10.1 (Privacy-preserving AI retrieval techniques), Annex A.9.3 (Access privacy)","NIST AI RMF 1.0 MEASURE 2.4 (AI privacy-preserving techniques), MAP 1.6 (query privacy risk)",OWASP LLM Top 10: LLM06 - Sensitive Information Disclosure (query pattern exposure to database layer),"EU AI Act Art. 10 (Data governance - privacy-preserving techniques), Art. 9 (Risk management)"
AR_165,Orchestration / Agents,Do you have an automated shut-off if an AI service starts consuming 500% more tokens than its historical average?,Medium,6.59,2,🟡 Medium,Clause 8.4 | Annex A.6.1,MEASURE 2.7 | MANAGE 2.2,LLM04 - Model Denial of Service,Art. 9 (Risk management - resource runaway controls) | Art. 15 (Robustness requirements),"ISO/IEC 42001:2023 Clause 8.4 (AI agent circuit breakers), Annex A.6.1 (AI operational limits)","NIST AI RMF 1.0 MEASURE 2.7 (AI token anomaly detection), MANAGE 2.2 (AI cost runaway response)",OWASP LLM Top 10: LLM04 - Model Denial of Service (token consumption anomaly and automatic shutdown),"EU AI Act Art. 9 (Risk management - resource runaway controls), Art. 15 (Robustness requirements)"
AR_166,Orchestration / Agents,"Does your service manager run ""Shadow Tests"" (comparing a new model's logic against an old one) before a full rollout?",Medium,6.92,2,🟡 Medium,Clause 8.5 | Annex A.8.2,MEASURE 2.9 | MANAGE 2.2,LLM09 - Overreliance,Art. 9 (Risk management - pre-deployment testing) | Art. 15 (Accuracy requirements),"ISO/IEC 42001:2023 Clause 8.5 (AI validation before deployment), Annex A.8.2 (AI system testing controls)","NIST AI RMF 1.0 MEASURE 2.9 (AI model comparison testing), MANAGE 2.2 (AI deployment risk evaluation)",OWASP LLM Top 10: LLM09 - Overreliance (shadow testing preventing silent AI regression on rollout),"EU AI Act Art. 9 (Risk management - pre-deployment testing), Art. 15 (Accuracy requirements)"
AR_167,Orchestration / Agents,"Does the Service Manager check if the AI's ""intended action"" (e.g., ""Send Email"") matches the original user's request?",High,9.7,2,🟠 High,Annex A.2.2 | Clause 8.4,GOVERN 1.1 | MEASURE 2.10,LLM08 - Excessive Agency,Art. 14 (Human oversight - action intent verification) | Art. 9 (Risk management),"ISO/IEC 42001:2023 Annex A.2.2 (AI decision accountability), Clause 8.4 (AI action validation controls)","NIST AI RMF 1.0 GOVERN 1.1 (AI action accountability), MEASURE 2.10 (AI action-intent alignment monitoring)",OWASP LLM Top 10: LLM08 - Excessive Agency (AI executing actions beyond original user intent),"EU AI Act Art. 14 (Human oversight - action intent verification), Art. 9 (Risk management)"
AR_168,Orchestration / Agents,"For high-impact actions, does the service manager ""pause"" and wait for a human ""O.K."" in Slack/Teams before executing?",High,11.54,2,🟠 High,Annex A.2.2 | Clause 8.4,GOVERN 1.1 | MANAGE 2.4,LLM08 - Excessive Agency,Art. 14 (Human oversight - mandatory approval for high-impact AI decisions) | Art. 9 (Risk management),"ISO/IEC 42001:2023 Annex A.2.2 (Human-in-the-loop for high-risk AI actions), Clause 8.4 (AI operational controls)","NIST AI RMF 1.0 GOVERN 1.1 (human oversight mandate), MANAGE 2.4 (human approval gates for AI actions)",OWASP LLM Top 10: LLM08 - Excessive Agency (automated high-impact actions without human approval),"EU AI Act Art. 14 (Human oversight - mandatory approval for high-impact AI decisions), Art. 9 (Risk management)"
AR_169,Orchestration / Agents,"Can you instantly disable a specific AI service (e.g., ""Customer Support Bot"") without taking down your entire IT infrastructure?",Medium,6.92,2,🟡 Medium,Clause 8.6 | Annex A.6.1,MANAGE 2.2 | MEASURE 2.7,LLM08 - Excessive Agency,Art. 9 (Risk management - emergency stop capability) | Art. 14 (Human oversight - override controls),"ISO/IEC 42001:2023 Clause 8.6 (AI system incident response), Annex A.6.1 (AI service isolation controls)","NIST AI RMF 1.0 MANAGE 2.2 (AI service isolation and emergency shutdown), MEASURE 2.7 (AI killswitch testing)",OWASP LLM Top 10: LLM08 - Excessive Agency (lack of AI service killswitch enabling prolonged harm),"EU AI Act Art. 9 (Risk management - emergency stop capability), Art. 14 (Human oversight - override controls)"
AR_170,Tools & API Integrations,"If your primary AI API provider (e.g., OpenAI/Anthropic) goes offline for 4+ hours, can your system automatically ""fail over"" to a secondary provider or an internal open-source model?",Medium,6.92,2,🟡 Medium,Clause 8.6 | Annex A.5.2,MEASURE 2.7 | GOVERN 6.1,LLM09 - Overreliance,Art. 9 (Risk management - provider continuity) | Art. 15 (Robustness - availability requirements),"ISO/IEC 42001:2023 Clause 8.6 (AI business continuity planning), Annex A.5.2 (AI supply chain resilience)","NIST AI RMF 1.0 MEASURE 2.7 (AI service resilience and failover), GOVERN 6.1 (AI provider dependency risk)",OWASP LLM Top 10: LLM09 - Overreliance (single AI provider dependency causing service unavailability),"EU AI Act Art. 9 (Risk management - provider continuity), Art. 15 (Robustness - availability requirements)"
AR_171,Orchestration / Agents,"Can you instantly disable a specific AI service (e.g., ""Customer Support Bot"") without taking down your entire IT infrastructure?",No Risk Data,,,⚪ TBD,Clause 8.6 | Annex A.6.1,MANAGE 2.2 | MEASURE 2.7,LLM08 - Excessive Agency,Art. 9 (Risk management - emergency stop capability) | Art. 14 (Human oversight - override controls),"ISO/IEC 42001:2023 Clause 8.6 (AI system incident response), Annex A.6.1 (AI service isolation controls)","NIST AI RMF 1.0 MANAGE 2.2 (AI service isolation and emergency shutdown), MEASURE 2.7 (AI killswitch testing)",OWASP LLM Top 10: LLM08 - Excessive Agency (lack of AI service killswitch enabling prolonged harm),"EU AI Act Art. 9 (Risk management - emergency stop capability), Art. 14 (Human oversight - override controls)"
AR_172,Tools & API Integrations,"If your primary AI API provider (e.g., OpenAI/Anthropic) goes offline for 4+ hours, can your system automatically ""fail over"" to a secondary provider or an internal open-source model?",No Risk Data,,,⚪ TBD,Clause 8.6 | Annex A.5.2,MEASURE 2.7 | GOVERN 6.1,LLM09 - Overreliance,Art. 9 (Risk management - provider continuity) | Art. 15 (Robustness - availability requirements),"ISO/IEC 42001:2023 Clause 8.6 (AI business continuity planning), Annex A.5.2 (AI supply chain resilience)","NIST AI RMF 1.0 MEASURE 2.7 (AI service resilience and failover), GOVERN 6.1 (AI provider dependency risk)",OWASP LLM Top 10: LLM09 - Overreliance (single AI provider dependency causing service unavailability),"EU AI Act Art. 9 (Risk management - provider continuity), Art. 15 (Robustness - availability requirements)"
