QID,Question_Text,Source_Sheet
AR_NY_ST_HUMAN_RIGHTS_01,"Are AI systems used in employment, housing, credit, or public accommodations in New York tested for compliance with NY State Human Rights Law protections beyond NYC Local Law 144, including criminal history, marital status, military status, and domestic violence victim status?",All Jurisdiction Questions
AR_EU_GDPR_ARTICLE22_01,"When AI systems make solely automated decisions with legal or similarly significant effects on EU data subjects, do you provide both the right to human intervention AND meaningful information about the decision logic, significance, and envisaged consequences as required by GDPR Article 22?",All Jurisdiction Questions
AR_EU_PRIVACY_BY_DESIGN_01,"Are AI systems designed with technical measures implementing data minimization, pseudonymization, anonymization, and purpose limitation from the initial design phase as required by GDPR Article 25 privacy-by-design and data protection by default principles?",All Jurisdiction Questions
AR_EU_EQUALITY_DIRECTIVE_01,"What percentage of AI systems deployed in the EU comply with Equality Directives prohibiting discrimination based on race, ethnic origin, religion, disability, age, and sexual orientation, with documented disparate impact testing across all protected grounds?",All Jurisdiction Questions
AR_BC_01,"Does your organization comply with BC PIPA requirements when AI systems collect, use, or disclose personal information in British Columbia?",All Jurisdiction Questions
AR_BC_02,Do you obtain meaningful consent as required by PIPA before AI systems collect or use personal information?,All Jurisdiction Questions
AR_BC_03,Does your organization limit AI data collection to purposes that are reasonable as required by PIPA?,All Jurisdiction Questions
AR_BC_04,Do you provide individuals access to personal information used in AI processing as mandated by PIPA access rights?,All Jurisdiction Questions
AR_BC_05,Does your organization maintain reasonable security for AI systems protecting personal information as required by PIPA?,All Jurisdiction Questions
AR_BC_06,Do you comply with PIPA breach notification requirements when AI systems experience unauthorized access to personal information?,All Jurisdiction Questions
AR_BC_07,Does your organization ensure AI training data accuracy as required by PIPA when used for decisions affecting individuals?,All Jurisdiction Questions
AR_BC_08,Do you retain AI processing data only as long as necessary to fulfill purposes as required by PIPA retention limitations?,All Jurisdiction Questions
AR_BC_09,Does your organization enable individuals to challenge accuracy and completeness of personal information used in AI systems per PIPA?,All Jurisdiction Questions
AR_BC_10,Do you designate individuals responsible for PIPA compliance including AI data protection as required by BC privacy law?,All Jurisdiction Questions
AR_CA_01,Does your organization comply with PIPEDA's accountability principle requiring designation of a privacy officer responsible for AI data processing compliance?,All Jurisdiction Questions
AR_CA_02,"Do you obtain meaningful consent as required by PIPEDA when AI systems process personal information, ensuring explanations are clear and understandable?",All Jurisdiction Questions
AR_CA_03,Does your organization limit AI data collection to purposes that are reasonable and lawful as required by PIPEDA's purpose limitation principle?,All Jurisdiction Questions
AR_CA_04,Do you provide individuals access to their personal information used in AI processing as required by PIPEDA's individual access rights?,All Jurisdiction Questions
AR_CA_05,Does your organization comply with proposed AIDA requirements for impact assessments of high-impact AI systems before deployment?,All Jurisdiction Questions
AR_CA_06,Do you maintain records enabling compliance with PIPEDA's accountability principle for all AI data processing activities?,All Jurisdiction Questions
AR_CA_07,Does your organization implement safeguards appropriate to sensitivity of personal information processed by AI as required by PIPEDA?,All Jurisdiction Questions
AR_CA_08,Do you comply with PIPEDA's openness principle by making AI processing policies and practices available to individuals?,All Jurisdiction Questions
AR_CA_09,Does your organization enable individuals to challenge accuracy and completeness of personal information used in AI systems per PIPEDA requirements?,All Jurisdiction Questions
AR_CA_10,Do you comply with federal government AI procurement requirements including Treasury Board Directive on Automated Decision-Making when selling to Canadian public sector?,All Jurisdiction Questions
AR_CA_11,Does your cross-border AI data transfer comply with PIPEDA requirements for comparable privacy protection in recipient jurisdictions?,All Jurisdiction Questions
AR_CA_12,Do you comply with proposed AIDA transparency requirements including disclosure of high-impact AI system use to affected individuals?,All Jurisdiction Questions
AR_CA_13,Does your organization maintain AI training data only as long as necessary to fulfill identified purposes per PIPEDA retention limitations?,All Jurisdiction Questions
AR_CA_14,Do you comply with PIPEDA breach notification requirements when AI systems experience unauthorized access or disclosure of personal information?,All Jurisdiction Questions
AR_CA_15,Does your organization ensure AI vendors and processors comply with PIPEDA as required by the accountability principle?,All Jurisdiction Questions
AR_CA_16,Do you implement human review mechanisms for significant AI decisions affecting individuals as recommended by Canadian privacy regulators?,All Jurisdiction Questions
AR_CA_17,Does your organization comply with sector-specific federal AI regulations including OSFI requirements for financial services AI governance?,All Jurisdiction Questions
AR_CA_18,Do you maintain documentation demonstrating PIPEDA compliance that could withstand privacy commissioner investigation of AI practices?,All Jurisdiction Questions
AR_CA_19,"Does your AI development comply with Canadian Responsible AI principles including fairness, accountability, transparency, and human rights protection?",All Jurisdiction Questions
AR_CA_20,Do you comply with Canadian anti-discrimination laws including Human Rights Act when AI systems make decisions affecting protected characteristics?,All Jurisdiction Questions
AR_CA_ST_01,Does your organization comply with California Consumer Privacy Act (CCPA) and California Privacy Rights Act (CPRA) when AI processes California resident personal information?,All Jurisdiction Questions
AR_CA_ST_02,Do you provide California consumers the right to opt-out of automated decision-making with significant legal or similar effects as required by CPRA?,All Jurisdiction Questions
AR_CA_ST_03,Does your organization conduct and maintain risk assessments for AI systems processing sensitive personal information as required by CPRA?,All Jurisdiction Questions
AR_CA_ST_04,"Do you limit AI data collection, use, and retention to what is reasonably necessary per CPRA data minimization requirements?",All Jurisdiction Questions
AR_CA_ST_05,Does your organization provide required CPRA privacy notices disclosing AI automated decision-making practices to California consumers?,All Jurisdiction Questions
AR_CA_ST_06,"Do you honor California consumer rights to access, delete, and correct personal information used in AI systems per CPRA requirements?",All Jurisdiction Questions
AR_CA_ST_07,Does your organization comply with proposed California Automated Decision-making Accountability and Safety (DADS) Act requirements if enacted?,All Jurisdiction Questions
AR_CA_ST_08,Do you implement reasonable security procedures protecting personal information in AI systems as required by California law?,All Jurisdiction Questions
AR_CA_ST_09,Does your organization ensure AI vendors and service providers comply with CPRA requirements through contractual obligations and oversight?,All Jurisdiction Questions
AR_CA_ST_10,Do you maintain records demonstrating CPRA compliance that could withstand California Privacy Protection Agency investigation or audit?,All Jurisdiction Questions
AR_CO_01,"Are high-risk AI systems deployed in Colorado that make consequential decisions affecting education, employment, financial services, healthcare, housing, insurance, or legal services subject to impact assessments evaluating algorithmic discrimination risks as required by the Colorado AI Act?",All Jurisdiction Questions
AR_CO_02,"Do you provide Colorado consumers notice that high-risk artificial intelligence is being used to make consequential decisions affecting them, including the nature of the decision and opportunity to correct erroneous data, as mandated by the Colorado AI Act?",All Jurisdiction Questions
AR_CO_03,"Are AI systems making consequential decisions in Colorado subject to reasonable care standards preventing algorithmic discrimination based on protected classifications including race, ethnicity, sex, disability, and age through bias testing and mitigation?",All Jurisdiction Questions
AR_CO_04,"Does your organization honor Colorado consumer privacy rights to access, correct, delete, and opt-out of AI profiling and targeted advertising, with mechanisms enabling exercise of these rights without degrading user experience?",All Jurisdiction Questions
AR_CO_05,"Are AI developers who create high-risk systems used in Colorado required to provide deployers with documentation enabling impact assessments, including model specifications, training data characteristics, and known limitations as mandated by the AI Act?",All Jurisdiction Questions
AR_CO_06,"Do you maintain records of impact assessments for high-risk AI systems making consequential decisions, including algorithmic discrimination analysis and risk mitigation measures, available for Colorado Attorney General review upon request?",All Jurisdiction Questions
AR_CO_07,"Are consumers provided meaningful opportunities to appeal or contest consequential AI decisions affecting them, with human review processes capable of understanding and overriding automated determinations as required by Colorado law?",All Jurisdiction Questions
AR_CO_08,"Does your organization implement data protection assessments for AI systems processing sensitive personal data or posing heightened privacy risks to Colorado consumers, identifying potential harms and implementing safeguards as required by Colorado Privacy Act?",All Jurisdiction Questions
AR_CO_09,"Are AI systems using personal data for profiling purposes subject to Colorado consumer opt-out rights, with clear mechanisms enabling consumers to prevent their data from being used for automated decision-making without material detriment to service?",All Jurisdiction Questions
AR_CO_10,"Rate the maturity of your Do developers and deployers of high-risk AI systems in Colorado implement risk management policies, programs, and governance frameworks addressing algorithmic discrimination throughout the AI lifecycle as mandated by the AI Act.",All Jurisdiction Questions
AR_EU_01,"Are AI systems deployed in the European Union classified according to EU AI Act risk categories (prohibited, high-risk, limited-risk, minimal-risk) based on Annex III sector classifications and specific use case characteristics?",All Jurisdiction Questions
AR_EU_02,"Do high-risk AI systems placed on the EU market undergo conformity assessments demonstrating compliance with EU AI Act requirements including technical documentation, quality management, and risk mitigation per Articles 43-51?",All Jurisdiction Questions
AR_EU_03,"Are high-risk AI systems subject to fundamental rights impact assessments evaluating potential adverse effects on human rights, democracy, rule of law, and environment as required by EU AI Act Article 27?",All Jurisdiction Questions
AR_EU_04,"Rate the maturity of your Does your AI technical documentation for high-risk systems include detailed descriptions of model architecture, training data characteristics, performance metrics, human oversight mechanisms, and risk management measures as required by EU AI Act Annex IV.",All Jurisdiction Questions
AR_EU_05,"Are high-risk AI systems designed with appropriate human oversight capabilities including human-in-the-loop, human-on-the-loop, or human-in-command measures enabling intervention and system disengagement as mandated by EU AI Act Article 14?",All Jurisdiction Questions
AR_EU_06,"Do AI training datasets for high-risk systems meet EU AI Act data governance requirements including relevance, representativeness, accuracy, completeness, and examination for biases per Article 10?",All Jurisdiction Questions
AR_EU_07,"Are high-risk AI systems subject to accuracy, robustness, and cybersecurity requirements ensuring appropriate performance levels and resilience against attacks as specified in EU AI Act Articles 13 and 15?",All Jurisdiction Questions
AR_EU_08,"Do deployers of high-risk AI systems in the EU maintain logs enabling traceability of system operations, decisions, and data inputs for regulatory oversight and incident investigation per EU AI Act Article 12?",All Jurisdiction Questions
AR_EU_09,"Are individuals subject to AI decisions under GDPR Article 22 provided information about automated decision-making logic, significance, and envisaged consequences, with rights to human intervention, explanation, and contest as required by EU law?",All Jurisdiction Questions
AR_EU_10,"Does your organization implement privacy-by-design and data minimization principles when developing AI systems processing EU personal data, limiting collection and retention to purposes specified in GDPR privacy notices per Articles 5 and 25?",All Jurisdiction Questions
AR_EU_11,"Are general-purpose AI models with systemic risk (GPAI models exceeding 10^25 FLOPs training compute) subject to enhanced obligations including model evaluation, adversarial testing, serious incident reporting, and cybersecurity protections per EU AI Act Article 55?",All Jurisdiction Questions
AR_EU_12,"What percentage of AI providers placing high-risk systems on EU market establish post-market monitoring systems collecting performance data, identifying risks, and implementing corrective actions as required by EU AI Act Article 72??",All Jurisdiction Questions
AR_EU_13,"Are serious incidents involving high-risk AI systems causing death, serious health impairment, fundamental rights violations, or significant property damage reported to market surveillance authorities within required timeframes per EU AI Act Article 73?",All Jurisdiction Questions
AR_EU_14,"Do AI systems that interact with individuals through text, audio, images, or video provide transparent disclosure that content is AI-generated, enabling users to recognize synthetic media per EU AI Act transparency requirements?",All Jurisdiction Questions
AR_EU_15,"Does your organization conduct Data Protection Impact Assessments (DPIAs) for AI systems that perform large-scale profiling, automated decision-making, or special category data processing as required by GDPR Article 35?",All Jurisdiction Questions
AR_EU_16,"Rate the maturity of your Are AI providers and deployers in the EU subject to quality management systems ensuring compliance with AI Act requirements including procedures for design control, documentation management, and incident response per Article 17.",All Jurisdiction Questions
AR_EU_17,"Do deployers of high-risk AI systems in the EU conduct fundamental rights impact assessments before deployment, evaluating non-discrimination, privacy, human dignity, and other Charter rights per AI Act requirements?",All Jurisdiction Questions
AR_EU_18,"Are AI training datasets for systems processing EU personal data subject to lawful bases under GDPR Article 6, with appropriate legal grounds such as consent, contract, legal obligation, or legitimate interests clearly identified and documented?",All Jurisdiction Questions
AR_EU_19,"What percentage of AI systems deployed in EU comply with non-discrimination requirements under EU Charter of Fundamental Rights and Equality Directives, with testing demonstrating no disparate treatment based on protected characteristics including race, sex, disability, age, or religion??",All Jurisdiction Questions
AR_EU_20,"Does your organization maintain comprehensive records demonstrating EU AI Act and GDPR compliance including conformity assessments, technical documentation, impact assessments, and monitoring results available for regulatory inspection per Articles 12 and 49?",All Jurisdiction Questions
AR_NY_01,Are automated employment decision tools (AEDTs) used to screen job candidates or evaluate employees in New York City subject to annual independent bias audits examining race and sex disparities as mandated by NYC Local Law 144?,All Jurisdiction Questions
AR_NY_02,"Do you provide notice to job candidates and employees that automated employment decision tools are being used to evaluate them, including details on data collected and job qualifications assessed, as required by NYC Local Law 144?",All Jurisdiction Questions
AR_NY_03,"Does your organization maintain reasonable administrative, technical, and physical safeguards for private information as required by New York's SHIELD Act, including specific protections for AI systems processing personal data?",All Jurisdiction Questions
AR_NY_04,Are AI systems that experience unauthorized access to New York residents' private information subject to notification to affected individuals and the New York Attorney General within timeframes specified by SHIELD Act breach notification requirements?,All Jurisdiction Questions
AR_NY_05,"Do automated employment decision tools used in NYC maintain alternative selection or accommodation processes for candidates who request them, allowing human review of AI employment decisions as required by Local Law 144?",All Jurisdiction Questions
AR_NY_06,Are bias audit summaries for automated employment decision tools publicly posted on your company website with distribution information showing selection rates across race and sex categories as mandated by NYC Local Law 144?,All Jurisdiction Questions
AR_NY_07,"Does your data security program comply with SHIELD Act requirements to destroy, dispose of, or make private information unreadable when AI training data or model outputs are no longer needed for business purposes?",All Jurisdiction Questions
AR_NY_08,Are vendors and third-party service providers who access New York resident private information through AI systems bound by contracts requiring SHIELD Act-compliant security safeguards and breach notification procedures?,All Jurisdiction Questions
AR_NY_09,"Do automated employment decision tools used in New York City undergo bias audits within one year before use, with audits examining both disparate impact across protected classes and alternative less discriminatory selection methods?",All Jurisdiction Questions
AR_NY_10,"Does your organization maintain documentation demonstrating compliance with NYC Local Law 144 including bias audit reports, notice procedures, and alternative selection processes that could withstand regulatory investigation?",All Jurisdiction Questions
AR_ON_01,Does your public sector organization comply with Ontario FIPPA requirements when deploying AI systems processing personal information?,All Jurisdiction Questions
AR_ON_02,Do you limit AI data collection to information necessary for lawful authority as required by FIPPA's collection limitation principle?,All Jurisdiction Questions
AR_ON_03,Does your organization provide individuals access to personal information used in AI processing as mandated by FIPPA access rights?,All Jurisdiction Questions
AR_ON_04,Do you comply with FIPPA requirements to collect personal information directly from individuals when AI systems process Ontario public sector data?,All Jurisdiction Questions
AR_ON_05,Does your organization ensure AI systems do not use or disclose personal information for purposes beyond original collection authority per FIPPA?,All Jurisdiction Questions
AR_ON_06,Do you maintain reasonable security arrangements for AI systems protecting personal information as required by FIPPA?,All Jurisdiction Questions
AR_ON_07,Does your organization comply with FIPPA accuracy requirements ensuring personal information used in AI is accurate and complete?,All Jurisdiction Questions
AR_ON_08,Do you provide transparency about AI usage in public services as recommended by Ontario Information and Privacy Commissioner?,All Jurisdiction Questions
AR_ON_09,Does your organization retain AI processing records only as long as necessary per FIPPA retention and disposal requirements?,All Jurisdiction Questions
AR_ON_10,Do you conduct privacy assessments before implementing AI systems in Ontario public sector as recommended by privacy guidance?,All Jurisdiction Questions
AR_QC_01,Does your organization comply with Quebec's Bill 64 requirement for privacy governance including designation of a person responsible for personal information protection?,All Jurisdiction Questions
AR_QC_02,Do you comply with Bill 64's requirement for privacy impact assessments before implementing AI systems processing sensitive personal information?,All Jurisdiction Questions
AR_QC_03,Does your organization provide transparency notifications required by Bill 64 when AI makes automated decisions significantly affecting individuals?,All Jurisdiction Questions
AR_QC_04,Do you comply with Quebec's Charter of Human Rights and Freedoms prohibition on discrimination when AI systems affect protected characteristics?,All Jurisdiction Questions
AR_QC_05,Does your organization obtain valid consent for AI processing as required by Bill 64's enhanced consent requirements?,All Jurisdiction Questions
AR_QC_06,Do you maintain AI training data and processing records only as long as necessary per Bill 64 retention limitations?,All Jurisdiction Questions
AR_QC_07,Does your organization comply with Bill 64 breach notification requirements when AI systems experience unauthorized access to personal information?,All Jurisdiction Questions
AR_QC_08,Do you provide individuals rights to access and rectify personal information used in AI processing as required by Bill 64?,All Jurisdiction Questions
AR_QC_09,Does your organization ensure French language compliance when deploying AI systems in Quebec workplaces per Charter of the French Language requirements?,All Jurisdiction Questions
AR_QC_10,Do you implement security safeguards for AI systems proportionate to information sensitivity as required by Bill 64?,All Jurisdiction Questions
AR_TX_01_v2,"Are Texas consumers provided clear and conspicuous privacy notices at or before personal data collection explaining how AI systems process their information, including specific processing purposes and data categories, as required by the Texas Data Privacy and Security Act?",All Jurisdiction Questions
AR_TX_02_v2,"Do you honor Texas consumer rights to access, correct, delete, and obtain portable copies of personal data used in AI systems, with verification procedures ensuring requestors are authorized individuals?",All Jurisdiction Questions
AR_TX_03_v2,"Are Texas consumers given meaningful opportunity to opt-out of targeted advertising, sale of personal data, and profiling in furtherance of decisions producing legal or similarly significant effects through AI systems?",All Jurisdiction Questions
AR_TX_04_v2,"Does your AI data processing comply with Texas requirements to limit collection, use, and retention to what is reasonably necessary and proportionate to disclosed purposes, avoiding excessive data accumulation beyond legitimate business needs?",All Jurisdiction Questions
AR_TX_05,"Are sensitive personal data categories including health information, biometric data, and precise geolocation processed by AI systems subject to affirmative express consent from Texas consumers before collection or use?",All Jurisdiction Questions
AR_TX_06,"Do you maintain comprehensive data security practices protecting personal information in AI systems from unauthorized access, including encryption, access controls, and secure authentication as required by Texas law?",All Jurisdiction Questions
AR_TX_07,"Are AI vendors and service providers who process Texas consumer personal data bound by contracts specifying processing instructions, confidentiality obligations, and security requirements as mandated by Texas law?",All Jurisdiction Questions
AR_TX_08,"Does your organization conduct and document data protection assessments for AI systems that process sensitive data or pose heightened privacy risks to Texas consumers, identifying and mitigating potential harms?",All Jurisdiction Questions
AR_TX_09,"Are Texas consumers notified without unreasonable delay when AI systems experience data breaches compromising their personal information, with notifications including description of compromised data and remediation steps?",All Jurisdiction Questions
AR_TX_10,"Does your organization maintain records demonstrating Texas Data Privacy and Security Act compliance including consumer request handling, data protection assessments, and vendor oversight that could withstand Texas Attorney General investigation?",All Jurisdiction Questions
AR_US_01,Does your organization comply with FTC Act Section 5 prohibiting unfair or deceptive AI practices in consumer-facing applications?,All Jurisdiction Questions
AR_US_02,Do you comply with EEOC Title VII requirements ensuring AI employment systems do not create disparate impact against protected classes?,All Jurisdiction Questions
AR_US_03,Does your organization ensure AI credit decisions comply with Equal Credit Opportunity Act and Fair Credit Reporting Act requirements?,All Jurisdiction Questions
AR_US_04,Do you maintain AI system documentation and validation records that could withstand federal regulatory investigation or litigation discovery?,All Jurisdiction Questions
AR_US_05,Does your organization comply with sector-specific federal AI requirements including FDA medical device regulations for healthcare AI?,All Jurisdiction Questions
AR_US_06,Do you ensure AI systems respect constitutional rights including due process and equal protection when used in government contexts?,All Jurisdiction Questions
AR_US_07,Does your organization comply with Gramm-Leach-Bliley Act safeguards requirements when AI processes financial customer information?,All Jurisdiction Questions
AR_US_08,Do you provide adverse action notices as required by ECOA when AI systems make unfavorable credit decisions?,All Jurisdiction Questions
AR_US_09,Does your organization ensure AI marketing and advertising complies with FTC truth-in-advertising principles and substantiation requirements?,All Jurisdiction Questions
AR_US_10,Do you comply with Americans with Disabilities Act ensuring AI systems provide equal access and reasonable accommodations?,All Jurisdiction Questions
AR_US_11,Does your organization comply with Children's Online Privacy Protection Act when AI systems collect information from users under 13?,All Jurisdiction Questions
AR_US_12,Do you ensure AI systems comply with CAN-SPAM Act requirements when generating or personalizing commercial email marketing?,All Jurisdiction Questions
AR_US_13,"Does your organization conduct AI bias testing to prevent Fair Housing Act violations in property rental, sales, or lending decisions?",All Jurisdiction Questions
AR_US_14,Do you comply with Health Insurance Portability and Accountability Act requirements when AI processes protected health information?,All Jurisdiction Questions
AR_US_15,Does your organization ensure AI vendor contracts include required terms when service providers access consumer information?,All Jurisdiction Questions
AR_US_16,Do you maintain incident response procedures for AI failures that could trigger federal breach notification or consumer protection obligations?,All Jurisdiction Questions
AR_US_17,Does your organization comply with Telephone Consumer Protection Act when AI systems generate or manage telemarketing calls or texts?,All Jurisdiction Questions
AR_US_18,Do you ensure AI price discrimination practices comply with Robinson-Patman Act and FTC pricing fairness principles?,All Jurisdiction Questions
AR_US_19,Does your organization comply with federal accessibility requirements including Section 508 when developing AI for government procurement?,All Jurisdiction Questions
AR_US_20,Do you maintain AI governance documentation demonstrating reasonable practices that could support regulatory defense or business judgment protection?,All Jurisdiction Questions
AR_ISO_01,"Rate the maturity of your established an AI management system (AIMS) with documented scope, policies, objectives, and processes addressing AI lifecycle governance as specified in ISO/IEC 42001 clauses 4-10.",ISO Questions
AR_ISO_02,"Does top management demonstrate leadership and commitment to the AI management system by establishing AI policy, ensuring resources, and promoting continuous improvement as required by ISO/IEC 42001 Clause 5?",ISO Questions
AR_ISO_03,"Are AI risks and opportunities identified, assessed, and addressed through systematic risk assessment processes considering technical, operational, and societal impacts as specified in ISO/IEC 42001 Clause 6?",ISO Questions
AR_ISO_04,"Does your organization establish and maintain AI objectives at relevant functions and levels, with measurable criteria and timelines for achievement as required by ISO/IEC 42001 planning requirements?",ISO Questions
AR_ISO_05,"Are personnel involved in AI development, deployment, and operations competent based on appropriate education, training, and experience, with records demonstrating competence per ISO/IEC 42001 Clause 7?",ISO Questions
AR_ISO_06,"Rate the maturity and effectiveness of your documented information required by ISO/IEC 42001 including AI policies, procedures, risk assessments, objectives, and operational controls, with appropriate version control and access management.",ISO Questions
AR_ISO_07,"What percentage of AI systems planned, implemented, and controlled through documented processes addressing data management, model development, deployment, monitoring, and decommissioning as specified in ISO/IEC 42001 Clause 8??",ISO Questions
AR_ISO_08,"Does your organization conduct impact assessments for AI systems evaluating potential effects on individuals, society, and environment before deployment as required by ISO/IEC 42001 operational controls?",ISO Questions
AR_ISO_09,"Are AI training datasets and operational data subject to quality management processes ensuring relevance, accuracy, completeness, and bias mitigation as specified in ISO/IEC 42001 data management controls?",ISO Questions
AR_ISO_10,"Does your organization monitor, measure, analyze, and evaluate AI management system performance using defined metrics and key performance indicators as required by ISO/IEC 42001 Clause 9?",ISO Questions
AR_ISO_11,Are internal audits of the AI management system conducted at planned intervals to verify conformity with ISO/IEC 42001 requirements and effective implementation as specified in Clause 9.2?,ISO Questions
AR_ISO_12,"Does top management conduct management reviews of the AI management system at planned intervals assessing performance, changes, and opportunities for improvement per ISO/IEC 42001 Clause 9.3?",ISO Questions
AR_ISO_13,"Are nonconformities and incidents related to AI systems identified, documented, and addressed through corrective actions eliminating root causes as required by ISO/IEC 42001 Clause 10?",ISO Questions
AR_ISO_14,"What percentage of AI systems have implemented continuous improvement processes for the AI management system based on monitoring results, audit findings, and stakeholder feedback as specified in ISO/IEC 42001 requirements??",ISO Questions
AR_ISO_15,"Are AI system changes including model updates, data modifications, and deployment alterations managed through documented change control processes ensuring continued compliance as required by ISO/IEC 42001?",ISO Questions
AR_ISO_16,"Does your organization identify and address interested party needs and expectations including customers, regulators, employees, and affected communities when establishing AIMS scope per ISO/IEC 42001 Clause 4?",ISO Questions
AR_ISO_17,Are AI vendor and third-party service provider relationships managed through controls ensuring compliance with organizational AI policies and ISO/IEC 42001 requirements as specified in operational controls?,ISO Questions
AR_ISO_18,"Does your organization implement transparency and explainability measures for AI systems enabling stakeholders to understand system capabilities, limitations, and decision logic as required by ISO/IEC 42001 controls?",ISO Questions
AR_ISO_19,Are AI systems subject to validation and verification processes ensuring they meet specified requirements and perform as intended before deployment as required by ISO/IEC 42001 operational controls?,ISO Questions
AR_ISO_20,"Does your organization maintain records demonstrating ISO/IEC 42001 conformity including AIMS documentation, audit reports, management reviews, and corrective actions available for certification audit?",ISO Questions
AR_ROI_01,"Has your organization documented the current monthly cost (in dollars) of the business problem this AI system will solve, including labor, errors, and operational overhead?",ROI
AR_ROI_02,"What is the annual financial impact of the problem being addressed, and does it exceed 3-5 times the estimated total AI project cost including maintenance?",ROI
AR_ROI_03,"Has your organization defined specific, measurable ROI metrics with baseline values and target improvements (e.g., reduce processing time from X to Y, decrease error rate from A% to B%)?",ROI
AR_ROI_04,"Can your team produce 1,000 representative rows of the actual training data that will be used, accessible today from production systems with appropriate permissions?",ROI
AR_ROI_05,"If the AI system delivers 70% accuracy instead of 95%, has the business case been validated to confirm ROI remains positive with human-in-the-loop fallback processes?",ROI
AR_ROI_06,"What is the total 3-year budget including vendor fees, internal labor, cloud infrastructure, data labeling, model retraining, and operational support?",ROI
AR_ROI_07,"Has your organization identified which employee roles will be eliminated, reduced in scope, or lose decision-making authority if this AI system succeeds?",ROI
AR_ROI_08,Does this AI project have an executive sponsor who directly owns the P&L line item being impacted and has committed to quarterly ROI reviews?,ROI
AR_ROI_09,Has your organization defined minimum acceptable ROI thresholds and stage-gates where the project will be cancelled if targets are not met?,ROI
AR_ROI_10,What percentage of your training dataset is currently labeled and annotated to the quality standards required for model training?,ROI
AR_ROI_11,"What is the estimated cost per inference/prediction at production scale, and has a monthly compute budget with automatic circuit breakers been established?",ROI
AR_ROI_12,"Has your organization evaluated whether traditional automation, rules-based systems, or statistical models could solve this problem at lower cost before selecting AI?",ROI
AR_ROI_13,"What is the annual budget allocated for model retraining, drift detection, and performance maintenance in Years 2-3 after initial deployment?",ROI
AR_ROI_14,"What is the expected timeline to achieve measurable ROI, and has leadership been briefed that typical AI projects require 9-18 months to production value?",ROI
AR_ROI_15,"Have vendor contracts been reviewed to ensure pricing is locked for 3 years, exit clauses exist, and data/model portability prevents vendor lock-in?",ROI
AR_ROI_16,"How many existing systems require integration with the AI solution, and has the cost and timeline for each integration been validated with technical teams?",ROI
AR_ROI_17,"What percentage of the total AI project budget is allocated to change management, training, communication, and user adoption activities?",ROI
AR_ROI_18,Has your organization documented specific competitive threats or customer requirements that necessitate AI adoption with quantified market share or revenue impact?,ROI
AR_ROI_19,Has the minimum viable product (MVP) scope been frozen with a documented list of explicitly excluded features deferred until Phase 2 after MVP ROI validation?,ROI
AR_ROI_20,"Has your organization assessed internal AI skill gaps and validated that required talent can be hired within budget and timeline, or are upskilling/consulting costs included?",ROI
AR_ROI_21,"What is the opportunity cost of allocating internal data science, engineering, and business resources to this AI project versus other initiatives they could pursue?",ROI
AR_ROI_22,"What are the specific go/no-go criteria for the proof of concept, and has the cost of scaling from POC to production been estimated assuming POC rebuild?",ROI
AR_ROI_23,"How will ROI be measured and reported monthly/quarterly after deployment, who owns the reporting, and are automated dashboards configured to track baseline comparisons?",ROI
AR_ROI_24,"Has your legal team confirmed that all data planned for AI training and inference can be used for these purposes without violating privacy laws, contracts, or data rights?",ROI
AR_ROI_25,"What percentage contingency has been added to the AI project budget, and has a funding source been identified if costs exceed the budgeted amount by 50-100%?",ROI
AR_PSYCH_01,"Does your AI system's optimization function include user wellbeing metrics alongside business metrics (engagement, revenue, retention), with documented trade-off decisions when these objectives conflict?",Human Factors
AR_PSYCH_02,"Has your AI system implemented detection mechanisms for vulnerable populations (children under 18, elderly, individuals in crisis states) with enhanced protections or features disabled for these users?",Human Factors
AR_PSYCH_03,"Are A/B tests and personalization experiments subject to ethics review evaluating whether variants exploit cognitive biases, emotional vulnerabilities, or dark patterns before deployment to users?",Human Factors
AR_PSYCH_04,"Does your organization track user psychological wellbeing indicators post-deployment (anxiety, depression, addiction behaviors, dependency) with defined thresholds triggering intervention or feature changes?",Human Factors
AR_PSYCH_05,"Are users explicitly informed that AI is personalizing their experience based on psychological profiling or behavioral prediction, with clear explanations of influence mechanisms and ability to opt out?",Human Factors
AR_COGDEC_01,"Has your organization documented baseline competency measurements for skills that will be automated or assisted by AI, with validated assessment methods to detect skill degradation over time?",Human Factors
AR_COGDEC_02,"For safety-critical or high-stakes roles where AI provides automation or decision support, are mandatory skill maintenance programs enforced requiring regular hands-on practice without AI assistance?",Human Factors
AR_COGDEC_03,"Does your organization conduct longitudinal cognitive performance monitoring (attention, memory, problem-solving, critical thinking) for employees using AI systems daily, with trend analysis detecting degradation?",Human Factors
AR_COGDEC_04,"Are AI systems designed with features preventing over-reliance such as adjustable assistance levels, progressive disclosure requiring user thinking, and periodic manual-only modes maintaining cognitive engagement?",Human Factors
AR_COGDEC_05,"Has your organization established intervention thresholds and remediation protocols (additional training, temporary AI restrictions, skill recovery programs) triggered when cognitive decline indicators are detected?",Human Factors
AR_MOTIV_01,"Has your organization measured baseline employee intrinsic motivation, engagement, and job satisfaction before AI deployment using validated instruments to detect motivation changes over time?",Human Factors
