QID,Option_Order,Answer_Option
AR_CA_03,3,No - Not PIPEDA compliant
AR_CA_03,4,Not Applicable
AR_CA_04,1,Yes - Full PIPEDA compliance
AR_CA_04,2,Partial - Working toward PIPEDA compliance
AR_CA_04,3,No - Not PIPEDA compliant
AR_CA_04,4,Not Applicable
AR_CA_05,1,Yes - AIDA-ready governance in place
AR_CA_05,2,Partial - Preparing for AIDA requirements
AR_CA_05,3,No - No AIDA readiness
AR_CA_05,4,Not Applicable
AR_CA_06,1,Yes - Full PIPEDA compliance
AR_CA_06,2,Partial - Working toward PIPEDA compliance
AR_CA_06,3,No - Not PIPEDA compliant
AR_CA_06,4,Not Applicable
AR_CA_07,1,Yes - Full PIPEDA compliance
AR_CA_07,2,Partial - Working toward PIPEDA compliance
AR_CA_07,3,No - Not PIPEDA compliant
AR_CA_07,4,Not Applicable
AR_CA_08,1,Yes - Full PIPEDA compliance
AR_CA_08,2,Partial - Working toward PIPEDA compliance
AR_CA_08,3,No - Not PIPEDA compliant
AR_CA_08,4,Not Applicable
AR_CA_09,1,Yes - Full PIPEDA compliance
AR_CA_09,2,Partial - Working toward PIPEDA compliance
AR_CA_09,3,No - Not PIPEDA compliant
AR_CA_09,4,Not Applicable
AR_CA_10,1,Yes - Directive requirements met
AR_CA_10,2,Partial - Some directive compliance
AR_CA_10,3,No - Not directive compliant
AR_CA_10,4,Not Applicable
AR_CA_11,1,Yes - Full PIPEDA compliance
AR_CA_11,2,Partial - Working toward PIPEDA compliance
AR_CA_11,3,No - Not PIPEDA compliant
AR_CA_11,4,Not Applicable
AR_CA_12,1,Yes - AIDA-ready governance in place
AR_CA_12,2,Partial - Preparing for AIDA requirements
AR_CA_12,3,No - No AIDA readiness
AR_CA_12,4,Not Applicable
AR_CA_13,1,Yes - Full PIPEDA compliance
AR_CA_13,2,Partial - Working toward PIPEDA compliance
AR_CA_13,3,No - Not PIPEDA compliant
AR_CA_13,4,Not Applicable
AR_CA_14,1,Yes - Full PIPEDA compliance
AR_CA_14,2,Partial - Working toward PIPEDA compliance
AR_CA_14,3,No - Not PIPEDA compliant
AR_CA_14,4,Not Applicable
AR_CA_15,1,Yes - Full PIPEDA compliance
AR_CA_15,2,Partial - Working toward PIPEDA compliance
AR_CA_15,3,No - Not PIPEDA compliant
AR_CA_15,4,Not Applicable
AR_CA_16,1,Yes - Requirements fully met
AR_CA_16,2,Partial - Partially implemented
AR_CA_16,3,No - Not implemented
AR_CA_16,4,Not Applicable
AR_CA_17,1,Yes - Requirements fully met
AR_CA_17,2,Partial - Partially implemented
AR_CA_17,3,No - Not implemented
AR_CA_17,4,Not Applicable
AR_CA_18,1,Yes - Full PIPEDA compliance
AR_CA_18,2,Partial - Working toward PIPEDA compliance
AR_CA_18,3,No - Not PIPEDA compliant
AR_CA_18,4,Not Applicable
AR_CA_19,1,Yes - Requirements fully met
AR_CA_19,2,Partial - Partially implemented
AR_CA_19,3,No - Not implemented
AR_CA_19,4,Not Applicable
AR_CA_20,1,Yes - Requirements fully met
AR_CA_20,2,Partial - Partially implemented
AR_CA_20,3,No - Not implemented
AR_CA_20,4,Not Applicable
AR_CA_ST_01,1,Yes - CPRA/CCPA requirements met
AR_CA_ST_01,2,Partial - Working toward CPRA compliance
AR_CA_ST_01,3,No - Not CPRA compliant
AR_CA_ST_01,4,Not Applicable
AR_CA_ST_02,1,Yes - CPRA/CCPA requirements met
AR_CA_ST_02,2,Partial - Working toward CPRA compliance
AR_CA_ST_02,3,No - Not CPRA compliant
AR_CA_ST_02,4,Not Applicable
AR_CA_ST_03,1,Yes - CPRA/CCPA requirements met
AR_CA_ST_03,2,Partial - Working toward CPRA compliance
AR_CA_ST_03,3,No - Not CPRA compliant
AR_CA_ST_03,4,Not Applicable
AR_CA_ST_04,1,Yes - CPRA/CCPA requirements met
AR_CA_ST_04,2,Partial - Working toward CPRA compliance
AR_CA_ST_04,3,No - Not CPRA compliant
AR_CA_ST_04,4,Not Applicable
AR_CA_ST_05,1,Yes - CPRA/CCPA requirements met
AR_CA_ST_05,2,Partial - Working toward CPRA compliance
AR_CA_ST_05,3,No - Not CPRA compliant
AR_CA_ST_05,4,Not Applicable
AR_CA_ST_06,1,Yes - CPRA/CCPA requirements met
AR_CA_ST_06,2,Partial - Working toward CPRA compliance
AR_CA_ST_06,3,No - Not CPRA compliant
AR_CA_ST_06,4,Not Applicable
AR_CA_ST_07,1,Yes - CPRA/CCPA requirements met
AR_CA_ST_07,2,Partial - Working toward CPRA compliance
AR_CA_ST_07,3,No - Not CPRA compliant
AR_CA_ST_07,4,Not Applicable
AR_CA_ST_08,1,Yes - CPRA/CCPA requirements met
AR_CA_ST_08,2,Partial - Working toward CPRA compliance
AR_CA_ST_08,3,No - Not CPRA compliant
AR_CA_ST_08,4,Not Applicable
AR_CA_ST_09,1,Yes - CPRA/CCPA requirements met
AR_CA_ST_09,2,Partial - Working toward CPRA compliance
AR_CA_ST_09,3,No - Not CPRA compliant
AR_CA_ST_09,4,Not Applicable
AR_CA_ST_10,1,Yes - CPRA/CCPA requirements met
AR_CA_ST_10,2,Partial - Working toward CPRA compliance
AR_CA_ST_10,3,No - Not CPRA compliant
AR_CA_ST_10,4,Not Applicable
AR_CO_01,1,Yes - Impact assessments completed for high-risk consequential AI
AR_CO_01,2,Partial - Some risk evaluation but not comprehensive assessments
AR_CO_01,3,No - No impact assessments for consequential AI systems
AR_CO_01,4,Not Applicable
AR_CO_02,1,Yes - Consumers notified of high-risk AI use with correction rights
AR_CO_02,2,Partial - Notifications provided but missing required elements
AR_CO_02,3,No - No consumer notices about consequential AI decisions
AR_CO_02,4,Not Applicable
AR_CO_03,1,Yes - Bias testing shows no algorithmic discrimination in consequential AI
AR_CO_03,2,Partial - Some discrimination testing but gaps in protected class coverage
AR_CO_03,3,No - No algorithmic discrimination testing for AI decisions
AR_CO_03,4,Not Applicable
AR_CO_04,1,Yes - Consumer privacy rights mechanisms implemented without degradation
AR_CO_04,2,Partial - Rights honored but process creates friction
AR_CO_04,3,No - No consumer data rights procedures for AI
AR_CO_04,4,Not Applicable
AR_CO_05,1,Yes - Comprehensive documentation provided to deployers for assessments
AR_CO_05,2,Partial - Some documentation but gaps in training data details
AR_CO_05,3,No - Insufficient developer documentation for deployer assessments
AR_CO_05,4,Not Applicable
AR_CO_06,1,Yes - Impact assessment records maintained and available for review
AR_CO_06,2,Partial - Some assessment documentation but incomplete records
AR_CO_06,3,No - No documented impact assessments for AI systems
AR_CO_06,4,Not Applicable
AR_CO_07,1,Yes - Appeal mechanisms with meaningful human review established
AR_CO_07,2,Partial - Limited review available but human oversight inadequate
AR_CO_07,3,No - No appeal rights for AI consequential decisions
AR_CO_07,4,Not Applicable
AR_CO_08,1,Yes - Data protection assessments completed for high-risk AI processing
AR_CO_08,2,Partial - Some privacy evaluation but not comprehensive assessments
AR_CO_08,3,No - No data protection assessments for AI systems
AR_CO_08,4,Not Applicable
AR_CO_09,1,Yes - Profiling opt-out mechanisms provided without service degradation
AR_CO_09,2,Partial - Opt-out available but creates user experience friction
AR_CO_09,3,No - No opt-out rights for AI profiling
AR_CO_09,4,Not Applicable
AR_CO_10,1,1-2 (Low/Limited)
AR_CO_10,2,3 (Moderate)
AR_CO_10,3,4-5 (High/Strong)
AR_CO_10,4,Not Applicable
AR_EU_01,1,Yes - AI systems classified per Annex III with documented rationale
AR_EU_01,2,Partial - Classification attempted but gaps in risk assessment
AR_EU_01,3,No - No EU AI Act risk classification performed
AR_EU_01,4,Not Applicable
AR_EU_02,1,Yes - Conformity assessments completed with CE marking obtained
AR_EU_02,2,Partial - Assessment process initiated but not completed
AR_EU_02,3,No - No conformity assessment for high-risk AI
AR_EU_02,4,Not Applicable
AR_EU_03,1,Yes - Fundamental rights impact assessments completed for high-risk AI
AR_EU_03,2,Partial - Some rights evaluation but not comprehensive assessment
AR_EU_03,3,No - No fundamental rights impact assessments
AR_EU_03,4,Not Applicable
AR_EU_04,1,1-2 (Low/Limited)
AR_EU_04,2,3 (Moderate)
AR_EU_04,3,4-5 (High/Strong)
AR_EU_04,4,Not Applicable
AR_EU_05,1,Yes - Human oversight mechanisms designed per Article 14 specifications
AR_EU_05,2,Partial - Limited oversight but not full HITL/HOTL/HIC capability
AR_EU_05,3,No - No human oversight measures for high-risk AI
AR_EU_05,4,Not Applicable
AR_EU_06,1,Yes - Training data meets Article 10 quality and governance standards
AR_EU_06,2,Partial - Some data quality measures but gaps in bias examination
AR_EU_06,3,No - No data governance compliance for training datasets
AR_EU_06,4,Not Applicable
AR_EU_07,1,"Yes - Accuracy, robustness, and security validated per Articles 13-15"
AR_EU_07,2,Partial - Some validation but gaps in adversarial testing
AR_EU_07,3,No - No accuracy or security validation for high-risk AI
AR_EU_07,4,Not Applicable
AR_EU_08,1,Yes - Comprehensive logging enables traceability per Article 12
AR_EU_08,2,Partial - Some logging but gaps in decision audit trails
AR_EU_08,3,No - Insufficient logging for regulatory traceability
AR_EU_08,4,Not Applicable
AR_EU_09,1,Yes - Article 22 rights provided including explanation and contest
AR_EU_09,2,Partial - Some information but missing intervention rights
AR_EU_09,3,No - No GDPR Article 22 compliance for automated decisions
AR_EU_09,4,Not Applicable
AR_EU_10,1,Yes - Privacy-by-design and minimization integrated in AI development
AR_EU_10,2,Partial - Some privacy measures but excessive data collection
AR_EU_10,3,No - No privacy-by-design for AI systems
AR_EU_10,4,Not Applicable
AR_EU_11,1,Yes - GPAI systemic risk obligations met including evaluations and incident reporting
AR_EU_11,2,Partial - Some GPAI measures but gaps in adversarial testing
AR_EU_11,3,No - No systemic risk GPAI compliance
AR_EU_11,4,Not Applicable
AR_EU_12,1,Low (0-33%)
AR_EU_12,2,Moderate (34-66%)
AR_EU_12,3,High (67-100%)
AR_EU_12,4,Not Applicable
AR_EU_13,1,Yes - Serious incident reporting procedures established per Article 73
AR_EU_13,2,Partial - Incident response exists but reporting timeframes unclear
AR_EU_13,3,No - No serious incident reporting for AI systems
AR_EU_13,4,Not Applicable
AR_EU_14,1,Yes - AI-generated content labeled with transparent disclosure
AR_EU_14,2,Partial - Some disclosure but inconsistent labeling
AR_EU_14,3,No - No disclosure of AI-generated content
AR_EU_14,4,Not Applicable
AR_EU_15,1,Yes - DPIAs completed for high-risk AI data processing
AR_EU_15,2,Partial - Some privacy assessment but not comprehensive DPIAs
AR_EU_15,3,No - No DPIAs for AI profiling or automated decisions
AR_EU_15,4,Not Applicable
AR_EU_16,1,1-2 (Low/Limited)
AR_EU_16,2,3 (Moderate)
AR_EU_16,3,4-5 (High/Strong)
AR_EU_16,4,Not Applicable
AR_EU_17,1,Yes - Deployer fundamental rights assessments completed before use
AR_EU_17,2,Partial - Some rights evaluation but deployment preceded assessment
AR_EU_17,3,No - No deployer fundamental rights impact assessments
AR_EU_17,4,Not Applicable
AR_EU_18,1,Yes - Lawful bases for AI training data identified per GDPR Article 6
AR_EU_18,2,Partial - Some legal basis but gaps in documentation
AR_EU_18,3,No - No lawful basis determination for AI training
AR_EU_18,4,Not Applicable
AR_EU_19,1,Low (0-33%)
AR_EU_19,2,Moderate (34-66%)
AR_EU_19,3,High (67-100%)
AR_EU_19,4,Not Applicable
AR_EU_20,1,Yes - Comprehensive regulatory compliance records maintained
AR_EU_20,2,Partial - Some documentation but gaps in conformity evidence
AR_EU_20,3,No - Insufficient EU AI Act compliance documentation
AR_EU_20,4,Not Applicable
AR_NY_01,1,Yes - Annual independent bias audits completed with results posted
AR_NY_01,2,Partial - Audits initiated but documentation incomplete
AR_NY_01,3,No - No bias audits conducted for NYC employment AI
AR_NY_01,4,Not Applicable
AR_NY_02,1,Yes - Candidate and employee notices provided with required details
AR_NY_02,2,Partial - Notices provided but missing some required information
AR_NY_02,3,No - No AEDT usage notifications provided
AR_NY_02,4,Not Applicable
AR_NY_03,1,Yes - SHIELD Act data security program implemented for AI systems
AR_NY_03,2,Partial - Some safeguards in place but gaps in AI security
AR_NY_03,3,No - No SHIELD Act security program
AR_NY_03,4,Not Applicable
AR_NY_04,1,Yes - Breach notification procedures established for AI incidents
AR_NY_04,2,Partial - Incident response plan exists but AI-specific gaps
AR_NY_04,3,No - No breach notification procedures for AI systems
AR_NY_04,4,Not Applicable
AR_NY_05,1,Yes - Alternative processes and human review available upon request
AR_NY_05,2,Partial - Limited alternative processes available
AR_NY_05,3,No - No alternative to automated employment decisions
AR_NY_05,4,Not Applicable
AR_NY_06,1,Yes - Audit summaries publicly posted with race/sex distribution data
AR_NY_06,2,Partial - Summaries posted but missing required details
AR_NY_06,3,No - No public posting of AEDT bias audits
AR_NY_06,4,Not Applicable
AR_NY_07,1,Yes - Secure AI data disposal procedures implemented
AR_NY_07,2,Partial - Some disposal procedures but inconsistent application
AR_NY_07,3,No - No secure disposal of AI training data
AR_NY_07,4,Not Applicable
AR_NY_08,1,Yes - Vendor contracts include SHIELD Act security requirements
AR_NY_08,2,Partial - Some vendor contracts address security but gaps exist
AR_NY_08,3,No - No contractual SHIELD Act obligations for AI vendors
AR_NY_08,4,Not Applicable
AR_NY_09,1,Yes - Bias audits conducted within required timeframe analyzing alternatives
AR_NY_09,2,Partial - Audits performed but timing or scope inadequate
AR_NY_09,3,No - No timely bias audits of employment AI
AR_NY_09,4,Not Applicable
AR_NY_10,1,Yes - Comprehensive Local Law 144 compliance documentation maintained
AR_NY_10,2,Partial - Some documentation exists but gaps in audit records
AR_NY_10,3,No - Insufficient documentation of AEDT compliance
AR_NY_10,4,Not Applicable
AR_ON_01,1,Yes - Requirements fully met with documentation
AR_ON_01,2,Partial - Partially implemented
AR_ON_01,3,No - Not implemented
AR_ON_01,4,Not Applicable
AR_ON_02,1,Yes - Requirements fully met with documentation
AR_ON_02,2,Partial - Partially implemented
AR_ON_02,3,No - Not implemented
AR_ON_02,4,Not Applicable
AR_ON_03,1,Yes - Requirements fully met with documentation
AR_ON_03,2,Partial - Partially implemented
AR_ON_03,3,No - Not implemented
AR_ON_03,4,Not Applicable
AR_ON_04,1,Yes - Requirements fully met with documentation
AR_ON_04,2,Partial - Partially implemented
AR_ON_04,3,No - Not implemented
AR_ON_04,4,Not Applicable
AR_ON_05,1,Yes - Requirements fully met with documentation
AR_ON_05,2,Partial - Partially implemented
AR_ON_05,3,No - Not implemented
AR_ON_05,4,Not Applicable
AR_ON_06,1,Yes - Requirements fully met with documentation
AR_ON_06,2,Partial - Partially implemented
AR_ON_06,3,No - Not implemented
AR_ON_06,4,Not Applicable
AR_ON_07,1,Yes - Requirements fully met with documentation
AR_ON_07,2,Partial - Partially implemented
AR_ON_07,3,No - Not implemented
AR_ON_07,4,Not Applicable
AR_ON_08,1,Yes - Requirements fully met with documentation
AR_ON_08,2,Partial - Partially implemented
AR_ON_08,3,No - Not implemented
AR_ON_08,4,Not Applicable
AR_ON_09,1,Yes - Requirements fully met with documentation
AR_ON_09,2,Partial - Partially implemented
AR_ON_09,3,No - Not implemented
AR_ON_09,4,Not Applicable
AR_ON_10,1,Yes - Requirements fully met with documentation
AR_ON_10,2,Partial - Partially implemented
AR_ON_10,3,No - Not implemented
AR_ON_10,4,Not Applicable
AR_QC_01,1,Yes - Requirements fully met with documentation
AR_QC_01,2,Partial - Partially implemented
AR_QC_01,3,No - Not implemented
AR_QC_01,4,Not Applicable
AR_QC_02,1,Yes - Requirements fully met with documentation
AR_QC_02,2,Partial - Partially implemented
AR_QC_02,3,No - Not implemented
AR_QC_02,4,Not Applicable
AR_QC_03,1,Yes - Requirements fully met with documentation
AR_QC_03,2,Partial - Partially implemented
AR_QC_03,3,No - Not implemented
AR_QC_03,4,Not Applicable
AR_QC_04,1,Yes - Requirements fully met with documentation
AR_QC_04,2,Partial - Partially implemented
AR_QC_04,3,No - Not implemented
AR_QC_04,4,Not Applicable
AR_QC_05,1,Yes - Requirements fully met with documentation
AR_QC_05,2,Partial - Partially implemented
AR_QC_05,3,No - Not implemented
AR_QC_05,4,Not Applicable
AR_QC_06,1,Yes - Requirements fully met with documentation
AR_QC_06,2,Partial - Partially implemented
AR_QC_06,3,No - Not implemented
AR_QC_06,4,Not Applicable
AR_QC_07,1,Yes - Requirements fully met with documentation
AR_QC_07,2,Partial - Partially implemented
AR_QC_07,3,No - Not implemented
AR_QC_07,4,Not Applicable
AR_QC_08,1,Yes - Requirements fully met with documentation
AR_QC_08,2,Partial - Partially implemented
AR_QC_08,3,No - Not implemented
AR_QC_08,4,Not Applicable
AR_QC_09,1,Yes - Requirements fully met with documentation
AR_QC_09,2,Partial - Partially implemented
AR_QC_09,3,No - Not implemented
AR_QC_09,4,Not Applicable
AR_QC_10,1,Yes - Requirements fully met with documentation
AR_QC_10,2,Partial - Partially implemented
AR_QC_10,3,No - Not implemented
AR_QC_10,4,Not Applicable
AR_TX_01_v2,1,Yes - Privacy notices provided explaining AI processing purposes and data categories
AR_TX_01_v2,2,Partial - Notices provided but lack AI-specific details
AR_TX_01_v2,3,No - No privacy notices for AI data collection
AR_TX_01_v2,4,Not Applicable
AR_TX_02_v2,1,Yes - Consumer rights procedures implemented with identity verification
AR_TX_02_v2,2,Partial - Some rights honored but processes incomplete
AR_TX_02_v2,3,No - No consumer data rights procedures for AI
AR_TX_02_v2,4,Not Applicable
AR_TX_03_v2,1,"Yes - Opt-out mechanisms provided for advertising, sales, and profiling"
AR_TX_03_v2,2,Partial - Limited opt-out options available
AR_TX_03_v2,3,No - No opt-out rights for AI profiling
AR_TX_03_v2,4,Not Applicable
AR_TX_04_v2,1,Yes - Data minimization controls limit AI to necessary processing
AR_TX_04_v2,2,Partial - Some minimization efforts but excessive data retention
AR_TX_04_v2,3,No - No data minimization for AI systems
AR_TX_04_v2,4,Not Applicable
AR_TX_05,1,Yes - Affirmative consent obtained for sensitive data in AI
AR_TX_05,2,Partial - Consent obtained but may not meet express consent standard
AR_TX_05,3,No - No special consent for sensitive AI data
AR_TX_05,4,Not Applicable
AR_TX_06,1,Yes - Comprehensive security controls protect AI personal data
AR_TX_06,2,Partial - Basic security measures but gaps in AI protection
AR_TX_06,3,No - Inadequate security for AI personal information
AR_TX_06,4,Not Applicable
AR_TX_07,1,Yes - Vendor contracts include Texas-required data processing terms
AR_TX_07,2,Partial - Some vendor protections but missing required clauses
AR_TX_07,3,No - No contractual Texas compliance for AI processors
AR_TX_07,4,Not Applicable
AR_TX_08,1,Yes - Data protection assessments completed for high-risk AI
AR_TX_08,2,Partial - Some risk evaluation but not comprehensive assessments
AR_TX_08,3,No - No data protection assessments for AI systems
AR_TX_08,4,Not Applicable
AR_TX_09,1,Yes - Breach notification procedures established for AI incidents
AR_TX_09,2,Partial - Incident plans exist but notification timing unclear
AR_TX_09,3,No - No AI-specific breach notification procedures
AR_TX_09,4,Not Applicable
AR_TX_10,1,Yes - Comprehensive Texas compliance documentation maintained
AR_TX_10,2,Partial - Some records exist but gaps in assessment documentation
AR_TX_10,3,No - Insufficient documentation of Texas AI compliance
AR_TX_10,4,Not Applicable
AR_US_01,1,Yes - FTC requirements met with documentation
AR_US_01,2,Partial - Some FTC compliance but gaps exist
AR_US_01,3,No - Not FTC compliant
AR_US_01,4,Not Applicable
AR_US_02,1,Yes - No disparate impact validated per EEOC standards
AR_US_02,2,Partial - Some discrimination testing incomplete
AR_US_02,3,No - No EEOC compliance validation
AR_US_02,4,Not Applicable
AR_US_03,1,Yes - Federal requirements met with evidence
AR_US_03,2,Partial - Working toward federal compliance
AR_US_03,3,No - Not federally compliant
AR_US_03,4,Not Applicable
AR_US_04,1,Yes - Federal requirements met with evidence
AR_US_04,2,Partial - Working toward federal compliance
AR_US_04,3,No - Not federally compliant
AR_US_04,4,Not Applicable
AR_US_05,1,Yes - Federal requirements met with evidence
AR_US_05,2,Partial - Working toward federal compliance
AR_US_05,3,No - Not federally compliant
AR_US_05,4,Not Applicable
AR_US_06,1,Yes - Federal requirements met with evidence
AR_US_06,2,Partial - Working toward federal compliance
AR_US_06,3,No - Not federally compliant
AR_US_06,4,Not Applicable
AR_US_07,1,Yes - Federal requirements met with evidence
AR_US_07,2,Partial - Working toward federal compliance
AR_US_07,3,No - Not federally compliant
AR_US_07,4,Not Applicable
AR_US_08,1,Yes - Federal requirements met with evidence
AR_US_08,2,Partial - Working toward federal compliance
AR_US_08,3,No - Not federally compliant
AR_US_08,4,Not Applicable
AR_US_09,1,Yes - FTC requirements met with documentation
AR_US_09,2,Partial - Some FTC compliance but gaps exist
AR_US_09,3,No - Not FTC compliant
AR_US_09,4,Not Applicable
AR_US_10,1,Yes - Federal requirements met with evidence
AR_US_10,2,Partial - Working toward federal compliance
AR_US_10,3,No - Not federally compliant
AR_US_10,4,Not Applicable
AR_US_11,1,Yes - Federal requirements met with evidence
AR_US_11,2,Partial - Working toward federal compliance
AR_US_11,3,No - Not federally compliant
AR_US_11,4,Not Applicable
AR_US_12,1,Yes - Federal requirements met with evidence
AR_US_12,2,Partial - Working toward federal compliance
AR_US_12,3,No - Not federally compliant
AR_US_12,4,Not Applicable
AR_US_13,1,Yes - Federal requirements met with evidence
AR_US_13,2,Partial - Working toward federal compliance
AR_US_13,3,No - Not federally compliant
AR_US_13,4,Not Applicable
AR_US_14,1,Yes - Federal requirements met with evidence
AR_US_14,2,Partial - Working toward federal compliance
AR_US_14,3,No - Not federally compliant
AR_US_14,4,Not Applicable
AR_US_15,1,Yes - Federal requirements met with evidence
AR_US_15,2,Partial - Working toward federal compliance
AR_US_15,3,No - Not federally compliant
AR_US_15,4,Not Applicable
AR_US_16,1,Yes - Federal requirements met with evidence
AR_US_16,2,Partial - Working toward federal compliance
AR_US_16,3,No - Not federally compliant
AR_US_16,4,Not Applicable
AR_US_17,1,Yes - Federal requirements met with evidence
AR_US_17,2,Partial - Working toward federal compliance
AR_US_17,3,No - Not federally compliant
AR_US_17,4,Not Applicable
AR_US_18,1,Yes - FTC requirements met with documentation
AR_US_18,2,Partial - Some FTC compliance but gaps exist
AR_US_18,3,No - Not FTC compliant
AR_US_18,4,Not Applicable
AR_US_19,1,Yes - Federal requirements met with evidence
AR_US_19,2,Partial - Working toward federal compliance
AR_US_19,3,No - Not federally compliant
AR_US_19,4,Not Applicable
AR_US_20,1,Yes - Federal requirements met with evidence
AR_US_20,2,Partial - Working toward federal compliance
AR_US_20,3,No - Not federally compliant
AR_US_20,4,Not Applicable
AR_ISO_01,1,1-2 (Low/Limited)
AR_ISO_01,2,3 (Moderate)
AR_ISO_01,3,4-5 (High/Strong)
AR_ISO_01,4,Not Applicable
AR_ISO_02,1,Yes - Executive leadership actively engaged in AIMS governance
AR_ISO_02,2,Partial - Some management involvement but limited accountability
AR_ISO_02,3,No - No top management commitment to AI system
AR_ISO_02,4,Not Applicable
AR_ISO_03,1,Yes - Systematic AI risk assessment covering technical and societal impacts
AR_ISO_03,2,Partial - Some risk assessment but gaps in opportunity identification
AR_ISO_03,3,No - No systematic AI risk and opportunity assessment
AR_ISO_03,4,Not Applicable
AR_ISO_04,1,Yes - AI objectives established with measurable criteria and timelines
AR_ISO_04,2,Partial - Objectives exist but lack measurability
AR_ISO_04,3,No - No defined AI management objectives
AR_ISO_04,4,Not Applicable
AR_ISO_05,1,Yes - AI personnel competence verified with training records maintained
AR_ISO_05,2,Partial - Some competence evaluation but incomplete documentation
AR_ISO_05,3,No - No competence verification for AI personnel
AR_ISO_05,4,Not Applicable
AR_ISO_06,1,1-2 (Low/Limited)
AR_ISO_06,2,3 (Moderate)
AR_ISO_06,3,4-5 (High/Strong)
AR_ISO_06,4,Not Applicable
AR_ISO_07,1,Low (0-33%)
AR_ISO_07,2,Moderate (34-66%)
AR_ISO_07,3,High (67-100%)
AR_ISO_07,4,Not Applicable
AR_ISO_08,1,Yes - Impact assessments completed evaluating stakeholder and societal effects
AR_ISO_08,2,Partial - Some assessment but not comprehensive stakeholder coverage
AR_ISO_08,3,No - No AI impact assessments conducted
AR_ISO_08,4,Not Applicable
AR_ISO_09,1,"Yes - Data quality processes ensure relevance, accuracy, and bias mitigation"
AR_ISO_09,2,Partial - Some data quality controls but gaps in bias examination
AR_ISO_09,3,No - No data quality management for AI systems
AR_ISO_09,4,Not Applicable
AR_ISO_10,1,Yes - AIMS performance monitored with defined KPIs and metrics
AR_ISO_10,2,Partial - Some monitoring but lacks systematic measurement
AR_ISO_10,3,No - No AIMS performance monitoring established
AR_ISO_10,4,Not Applicable
AR_ISO_11,1,Yes - Internal AIMS audits conducted with documented findings
AR_ISO_11,2,Partial - Some internal review but not systematic audits
AR_ISO_11,3,No - No internal AIMS audits performed
AR_ISO_11,4,Not Applicable
AR_ISO_12,1,Yes - Management reviews conducted with documented decisions
AR_ISO_12,2,Partial - Periodic reviews but lacking systematic assessment
AR_ISO_12,3,No - No management review of AIMS performed
AR_ISO_12,4,Not Applicable
AR_ISO_13,1,Yes - Nonconformities addressed with root cause corrective actions
AR_ISO_13,2,Partial - Incidents documented but corrective actions incomplete
AR_ISO_13,3,No - No systematic nonconformity management for AI
AR_ISO_13,4,Not Applicable
AR_ISO_14,1,Low (0-33%)
AR_ISO_14,2,Moderate (34-66%)
AR_ISO_14,3,High (67-100%)
AR_ISO_14,4,Not Applicable
AR_ISO_15,1,Yes - Change control processes manage AI system alterations
AR_ISO_15,2,Partial - Some change management but lacks systematic control
AR_ISO_15,3,No - No change control for AI system modifications
AR_ISO_15,4,Not Applicable
AR_ISO_16,1,Yes - Stakeholder needs identified and addressed in AIMS scope
AR_ISO_16,2,Partial - Some stakeholder consideration but incomplete analysis
AR_ISO_16,3,No - No stakeholder needs assessment for AIMS
AR_ISO_16,4,Not Applicable
AR_ISO_17,1,Yes - Vendor controls ensure AI policy and ISO compliance
AR_ISO_17,2,Partial - Some vendor oversight but gaps in compliance verification
AR_ISO_17,3,No - No vendor management for AI compliance
AR_ISO_17,4,Not Applicable
AR_ISO_18,1,Yes - Transparency measures enable stakeholder understanding of AI
AR_ISO_18,2,Partial - Some documentation but insufficient explainability
AR_ISO_18,3,No - No transparency or explainability for AI systems
AR_ISO_18,4,Not Applicable
AR_ISO_19,1,Yes - Validation and verification completed before AI deployment
AR_ISO_19,2,Partial - Some testing but incomplete validation coverage
AR_ISO_19,3,No - No validation or verification of AI systems
AR_ISO_19,4,Not Applicable
AR_ISO_20,1,Yes - Comprehensive ISO conformity records maintained for audit
AR_ISO_20,2,Partial - Some records exist but gaps in documentation
AR_ISO_20,3,No - Insufficient records for ISO certification demonstration
AR_ISO_20,4,Not Applicable
AR_ROI_01,1,Yes - Documented baseline costs with supporting financial data ($X/month)
AR_ROI_01,2,Partial - Rough estimates without financial validation
AR_ROI_01,3,No - No baseline cost documentation
AR_ROI_01,4,Not Applicable
AR_ROI_02,1,Yes - Problem costs 5x+ the total AI investment annually
AR_ROI_02,2,Partial - Problem costs 2-3x AI investment
AR_ROI_02,3,No - Problem costs less than 2x AI investment
AR_ROI_02,4,Not Applicable
AR_ROI_03,1,Yes - Specific metrics with baselines and targets documented
AR_ROI_03,2,Partial - Metrics identified but baselines not measured
AR_ROI_03,3,No - Only qualitative goals defined
AR_ROI_03,4,Not Applicable
AR_ROI_04,1,"Yes - 1000+ rows accessible, validated quality"
AR_ROI_04,2,Partial - Data exists but access/quality issues
AR_ROI_04,3,No - Data planned but not accessible
AR_ROI_04,4,Not Applicable
AR_ROI_05,1,Yes - Business case validated at 70% with documented fallback
AR_ROI_05,2,Partial - Expectations discussed but not validated financially
AR_ROI_05,3,No - Assuming 90%+ accuracy required
AR_ROI_05,4,Not Applicable
AR_ROI_06,1,Yes - Complete 3-year budget with all cost categories documented
AR_ROI_06,2,Partial - Year 1 budget only or missing cost categories
AR_ROI_06,3,No - Only vendor/licensing costs estimated
AR_ROI_06,4,Not Applicable
AR_ROI_07,1,Yes - Impact analysis completed with change management plan
AR_ROI_07,2,Partial - Roles identified but no mitigation plan
