QID,Question_Group
AR_US_FED_10,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_TX_01,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_TX_02,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_TX_03,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_TX_04,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_ON_PHIPA_01,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_ON_PHIPA_02,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_ON_PHIPA_03,"Question Group 001: Governing Third-Party Risk Management (TPRM) for AI vendors, including concentration thresholds, contractual SLAs, sub-processor mapping, and exit strategies."
AR_QC_FRENCH_01,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_QC_FRENCH_02,"Question Group 013: Governing AI training pipelines to ensure cryptographic provenance, validate synthetic data, and manage schema drift."
AR_NY_DFS_01,"Question Group 017: Conducting red-teaming, adversarial stress-testing (RAG poisoning, model inversion/privacy attacks), and data poisoning defense."
AR_NY_DFS_02,"Question Group 001: Governing Third-Party Risk Management (TPRM) for AI vendors, including concentration thresholds, contractual SLAs, sub-processor mapping, and exit strategies."
AR_EU_DSA_01,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_EU_DSA_02,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_EU_DSA_03,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_EU_MDR_01,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_EU_MDR_02,"Question Group 046: Governing the master Corporate AI Policy, Board-level approval cycles, and cross-functional lifecycle compliance."
AR_EU_MIFID_01,"Question Group 014: Executing structurally independent, cross-functional validation, formal challenge, and pre-deployment stress-testing of AI models."
AR_EU_DATA_ACT_01,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_EU_ACCESSIBILITY_01,"Question Group 049: Governing physical and logical system accessibility, including WCAG compliance for AI interfaces and physical kiosks."
AR_CA_FED_OSFI_01,"Question Group 014: Executing structurally independent, cross-functional validation, formal challenge, and pre-deployment stress-testing of AI models."
AR_CA_FED_ACCESSIBILITY_01,"Question Group 049: Governing physical and logical system accessibility, including WCAG compliance for AI interfaces and physical kiosks."
AR_CA_FED_EMPLOYMENT_01,"Question Group 051: Auditing enterprise datasets to identify representational bias, prevent data leakage, and mitigate recursive model collapse."
AR_CA_ST_FEHA_01,"Question Group 051: Auditing enterprise datasets to identify representational bias, prevent data leakage, and mitigate recursive model collapse."
AR_CA_ST_AB2013_01,"Question Group 030: Governing the use of AI for internal workforce management, including employee productivity scoring, workplace monitoring safeguards, proportionality, and appeal mechanisms."
AR_CO_EQUAL_PAY_01,"Question Group 030: Governing the use of AI for internal workforce management, including employee productivity scoring, workplace monitoring safeguards, proportionality, and appeal mechanisms."
AR_BC_HUMAN_RIGHTS_01,"Question Group 051: Auditing enterprise datasets to identify representational bias, prevent data leakage, and mitigate recursive model collapse."
AR_NY_ST_HUMAN_RIGHTS_01,"Question Group 051: Auditing enterprise datasets to identify representational bias, prevent data leakage, and mitigate recursive model collapse."
AR_EU_GDPR_ARTICLE22_01,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_EU_PRIVACY_BY_DESIGN_01,"Question Group 050: Architecting technical privacy controls, including pre-ingestion PII redaction buffers, data minimization, and geofencing."
AR_EU_EQUALITY_DIRECTIVE_01,"Question Group 051: Auditing enterprise datasets to identify representational bias, prevent data leakage, and mitigate recursive model collapse."
AR_BC_01,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_BC_02,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_BC_03,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_BC_04,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_BC_05,"Question Group 037: Architecting advanced AI data security, including pre-ingestion PII redaction buffers, Data Loss Prevention (DLP), HYOK encryption, and identity-based decryption."
AR_BC_06,"Question Group 022: Executing AI software incident playbooks, severity escalations, and mandatory regulatory reporting."
AR_BC_07,"Question Group 014: Executing structurally independent, cross-functional validation, formal challenge, and pre-deployment stress-testing of AI models."
AR_BC_08,"Question Group 013: Governing AI training pipelines to ensure cryptographic provenance, validate synthetic data, and manage schema drift."
AR_BC_09,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_BC_10,"Question Group 003: Structuring the AI organization, governing personnel, RACI documentation, and chartering Board-level oversight."
AR_CA_01,"Question Group 003: Structuring the AI organization, governing personnel, RACI documentation, and chartering Board-level oversight."
AR_CA_02,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_CA_03,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_CA_04,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_CA_05,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_CA_06,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_CA_07,"Question Group 037: Architecting advanced AI data security, including pre-ingestion PII redaction buffers, Data Loss Prevention (DLP), HYOK encryption, and identity-based decryption."
AR_CA_08,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_CA_09,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_CA_10,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_CA_11,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_CA_12,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_CA_13,"Question Group 013: Governing AI training pipelines to ensure cryptographic provenance, validate synthetic data, and manage schema drift."
AR_CA_14,"Question Group 022: Executing AI software incident playbooks, severity escalations, and mandatory regulatory reporting."
AR_CA_15,"Question Group 001: Governing Third-Party Risk Management (TPRM) for AI vendors, including concentration thresholds, contractual SLAs, sub-processor mapping, and exit strategies."
AR_CA_16,"Question Group 004: Designing technical safeguards, advisory-gating, human override protocols (HOVER), and fail-safe architectures for high-stakes actions (e.g., financial controls, legal drafting)."
AR_CA_17,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_CA_18,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_CA_19,"Question Group 025: Defining, integrating, and measuring core Responsible AI (RAI) principles, establishing ethical use frameworks, and tracking quantitative indicators across enterprise operations."
AR_CA_20,"Question Group 051: Auditing enterprise datasets to identify representational bias, prevent data leakage, and mitigate recursive model collapse."
AR_CA_ST_01,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_CA_ST_02,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_CA_ST_03,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_CA_ST_04,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_CA_ST_05,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_CA_ST_06,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_CA_ST_07,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_CA_ST_08,"Question Group 037: Architecting advanced AI data security, including pre-ingestion PII redaction buffers, Data Loss Prevention (DLP), HYOK encryption, and identity-based decryption."
AR_CA_ST_09,"Question Group 001: Governing Third-Party Risk Management (TPRM) for AI vendors, including concentration thresholds, contractual SLAs, sub-processor mapping, and exit strategies."
AR_CA_ST_10,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_CO_01,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_CO_02,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_CO_03,"Question Group 051: Auditing enterprise datasets to identify representational bias, prevent data leakage, and mitigate recursive model collapse."
AR_CO_04,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_CO_05,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_CO_06,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_CO_07,"Question Group 004: Designing technical safeguards, advisory-gating, human override protocols (HOVER), and fail-safe architectures for high-stakes actions (e.g., financial controls, legal drafting)."
AR_CO_08,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_CO_09,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_CO_10,"Question Group 006: Quantifying residual AI risk, maintaining dynamic risk dashboards, and formally integrating outcomes into Enterprise Risk Management (ERM) registers and corporate liability insurance."
AR_EU_01,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_EU_02,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_EU_03,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_EU_04,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_EU_05,"Question Group 004: Designing technical safeguards, advisory-gating, human override protocols (HOVER), and fail-safe architectures for high-stakes actions (e.g., financial controls, legal drafting)."
AR_EU_06,"Question Group 013: Governing AI training pipelines to ensure cryptographic provenance, validate synthetic data, and manage schema drift."
AR_EU_07,"Question Group 017: Conducting red-teaming, adversarial stress-testing (RAG poisoning, model inversion/privacy attacks), and data poisoning defense."
AR_EU_08,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_EU_09,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_EU_10,"Question Group 050: Architecting technical privacy controls, including pre-ingestion PII redaction buffers, data minimization, and geofencing."
AR_EU_11,"Question Group 014: Executing structurally independent, cross-functional validation, formal challenge, and pre-deployment stress-testing of AI models."
AR_EU_12,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_EU_13,"Question Group 022: Executing AI software incident playbooks, severity escalations, and mandatory regulatory reporting."
AR_EU_14,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_EU_15,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_EU_16,"Question Group 046: Governing the master Corporate AI Policy, Board-level approval cycles, and cross-functional lifecycle compliance."
AR_EU_17,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_EU_18,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_EU_19,"Question Group 051: Auditing enterprise datasets to identify representational bias, prevent data leakage, and mitigate recursive model collapse."
AR_EU_20,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_NY_01,"Question Group 051: Auditing enterprise datasets to identify representational bias, prevent data leakage, and mitigate recursive model collapse."
AR_NY_02,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_NY_03,"Question Group 037: Architecting advanced AI data security, including pre-ingestion PII redaction buffers, Data Loss Prevention (DLP), HYOK encryption, and identity-based decryption."
AR_NY_04,"Question Group 022: Executing AI software incident playbooks, severity escalations, and mandatory regulatory reporting."
AR_NY_05,"Question Group 004: Designing technical safeguards, advisory-gating, human override protocols (HOVER), and fail-safe architectures for high-stakes actions (e.g., financial controls, legal drafting)."
AR_NY_06,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_NY_07,"Question Group 013: Governing AI training pipelines to ensure cryptographic provenance, validate synthetic data, and manage schema drift."
AR_NY_08,"Question Group 001: Governing Third-Party Risk Management (TPRM) for AI vendors, including concentration thresholds, contractual SLAs, sub-processor mapping, and exit strategies."
AR_NY_09,"Question Group 014: Executing structurally independent, cross-functional validation, formal challenge, and pre-deployment stress-testing of AI models."
AR_NY_10,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_ON_01,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_ON_02,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_ON_03,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_ON_04,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_ON_05,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_ON_06,"Question Group 037: Architecting advanced AI data security, including pre-ingestion PII redaction buffers, Data Loss Prevention (DLP), HYOK encryption, and identity-based decryption."
AR_ON_07,"Question Group 014: Executing structurally independent, cross-functional validation, formal challenge, and pre-deployment stress-testing of AI models."
AR_ON_08,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_ON_09,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_ON_10,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_QC_01,"Question Group 003: Structuring the AI organization, governing personnel, RACI documentation, and chartering Board-level oversight."
AR_QC_02,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_QC_03,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_QC_04,"Question Group 051: Auditing enterprise datasets to identify representational bias, prevent data leakage, and mitigate recursive model collapse."
AR_QC_05,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_QC_06,"Question Group 013: Governing AI training pipelines to ensure cryptographic provenance, validate synthetic data, and manage schema drift."
AR_QC_07,"Question Group 022: Executing AI software incident playbooks, severity escalations, and mandatory regulatory reporting."
AR_QC_08,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_QC_09,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_QC_10,"Question Group 037: Architecting advanced AI data security, including pre-ingestion PII redaction buffers, Data Loss Prevention (DLP), HYOK encryption, and identity-based decryption."
AR_TX_01_v2,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_TX_02_v2,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_TX_03_v2,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_TX_04_v2,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_TX_05,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_TX_06,"Question Group 037: Architecting advanced AI data security, including pre-ingestion PII redaction buffers, Data Loss Prevention (DLP), HYOK encryption, and identity-based decryption."
AR_TX_07,"Question Group 001: Governing Third-Party Risk Management (TPRM) for AI vendors, including concentration thresholds, contractual SLAs, sub-processor mapping, and exit strategies."
AR_TX_08,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_TX_09,"Question Group 022: Executing AI software incident playbooks, severity escalations, and mandatory regulatory reporting."
AR_TX_10,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_US_01,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_US_02,"Question Group 051: Auditing enterprise datasets to identify representational bias, prevent data leakage, and mitigate recursive model collapse."
AR_US_03,"Question Group 051: Auditing enterprise datasets to identify representational bias, prevent data leakage, and mitigate recursive model collapse."
AR_US_04,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_US_05,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_US_06,"Question Group 051: Auditing enterprise datasets to identify representational bias, prevent data leakage, and mitigate recursive model collapse."
AR_US_07,"Question Group 037: Architecting advanced AI data security, including pre-ingestion PII redaction buffers, Data Loss Prevention (DLP), HYOK encryption, and identity-based decryption."
AR_US_08,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_US_09,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_US_10,"Question Group 004: Designing technical safeguards, advisory-gating, human override protocols (HOVER), and fail-safe architectures for high-stakes actions (e.g., financial controls, legal drafting)."
AR_US_11,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_US_12,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_US_13,"Question Group 051: Auditing enterprise datasets to identify representational bias, prevent data leakage, and mitigate recursive model collapse."
AR_US_14,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_US_15,"Question Group 001: Governing Third-Party Risk Management (TPRM) for AI vendors, including concentration thresholds, contractual SLAs, sub-processor mapping, and exit strategies."
AR_US_16,"Question Group 022: Executing AI software incident playbooks, severity escalations, and mandatory regulatory reporting."
AR_US_17,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_US_18,"Question Group 025: Defining, integrating, and measuring core Responsible AI (RAI) principles, establishing ethical use frameworks, and tracking quantitative indicators across enterprise operations."
AR_US_19,"Question Group 004: Designing technical safeguards, advisory-gating, human override protocols (HOVER), and fail-safe architectures for high-stakes actions (e.g., financial controls, legal drafting)."
AR_US_20,"Question Group 046: Governing the master Corporate AI Policy, Board-level approval cycles, and cross-functional lifecycle compliance."
AR_ISO_01,"Question Group 046: Governing the master Corporate AI Policy, Board-level approval cycles, and cross-functional lifecycle compliance."
AR_ISO_02,"Question Group 003: Structuring the AI organization, governing personnel, RACI documentation, and chartering Board-level oversight."
AR_ISO_03,"Question Group 006: Quantifying residual AI risk, maintaining dynamic risk dashboards, and formally integrating outcomes into Enterprise Risk Management (ERM) registers and corporate liability insurance."
AR_ISO_04,"Question Group 046: Governing the master Corporate AI Policy, Board-level approval cycles, and cross-functional lifecycle compliance."
AR_ISO_05,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_ISO_06,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_ISO_07,"Question Group 007: Architecting secure MLOps pipelines, enforcing automated lifecycle stage-gates, and executing rigorous IT change management and release validation protocols."
AR_ISO_08,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_ISO_09,"Question Group 013: Governing AI training pipelines to ensure cryptographic provenance, validate synthetic data, and manage schema drift."
AR_ISO_10,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_ISO_11,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_ISO_12,"Question Group 003: Structuring the AI organization, governing personnel, RACI documentation, and chartering Board-level oversight."
AR_ISO_13,"Question Group 022: Executing AI software incident playbooks, severity escalations, and mandatory regulatory reporting."
AR_ISO_14,"Question Group 046: Governing the master Corporate AI Policy, Board-level approval cycles, and cross-functional lifecycle compliance."
AR_ISO_15,"Question Group 007: Architecting secure MLOps pipelines, enforcing automated lifecycle stage-gates, and executing rigorous IT change management and release validation protocols."
AR_ISO_16,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_ISO_17,"Question Group 001: Governing Third-Party Risk Management (TPRM) for AI vendors, including concentration thresholds, contractual SLAs, sub-processor mapping, and exit strategies."
AR_ISO_18,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_ISO_19,"Question Group 014: Executing structurally independent, cross-functional validation, formal challenge, and pre-deployment stress-testing of AI models."
AR_ISO_20,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_ROI_01,"Question Group 006: Quantifying residual AI risk, maintaining dynamic risk dashboards, and formally integrating outcomes into Enterprise Risk Management (ERM) registers and corporate liability insurance."
AR_ROI_02,"Question Group 006: Quantifying residual AI risk, maintaining dynamic risk dashboards, and formally integrating outcomes into Enterprise Risk Management (ERM) registers and corporate liability insurance."
AR_ROI_03,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_ROI_04,"Question Group 013: Governing AI training pipelines to ensure cryptographic provenance, validate synthetic data, and manage schema drift."
AR_ROI_05,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_ROI_06,"Question Group 035: Executing AI FinOps, configuring granular token-based rate limiting, managing cloud compute cost circuit breakers, and enforcing global utilization quotas."
AR_ROI_07,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_ROI_08,"Question Group 003: Structuring the AI organization, governing personnel, RACI documentation, and chartering Board-level oversight."
AR_ROI_09,"Question Group 006: Quantifying residual AI risk, maintaining dynamic risk dashboards, and formally integrating outcomes into Enterprise Risk Management (ERM) registers and corporate liability insurance."
AR_ROI_10,"Question Group 013: Governing AI training pipelines to ensure cryptographic provenance, validate synthetic data, and manage schema drift."
AR_ROI_11,"Question Group 035: Executing AI FinOps, configuring granular token-based rate limiting, managing cloud compute cost circuit breakers, and enforcing global utilization quotas."
AR_ROI_12,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_ROI_13,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_ROI_14,"Question Group 007: Architecting secure MLOps pipelines, enforcing automated lifecycle stage-gates, and executing rigorous IT change management and release validation protocols."
AR_ROI_15,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_ROI_16,"Question Group 007: Architecting secure MLOps pipelines, enforcing automated lifecycle stage-gates, and executing rigorous IT change management and release validation protocols."
AR_ROI_17,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_ROI_18,"Question Group 006: Quantifying residual AI risk, maintaining dynamic risk dashboards, and formally integrating outcomes into Enterprise Risk Management (ERM) registers and corporate liability insurance."
AR_ROI_19,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_ROI_20,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_ROI_21,"Question Group 006: Quantifying residual AI risk, maintaining dynamic risk dashboards, and formally integrating outcomes into Enterprise Risk Management (ERM) registers and corporate liability insurance."
AR_ROI_22,"Question Group 014: Executing structurally independent, cross-functional validation, formal challenge, and pre-deployment stress-testing of AI models."
AR_ROI_23,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_ROI_24,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_ROI_25,"Question Group 006: Quantifying residual AI risk, maintaining dynamic risk dashboards, and formally integrating outcomes into Enterprise Risk Management (ERM) registers and corporate liability insurance."
AR_PSYCH_01,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_PSYCH_02,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_PSYCH_03,"Question Group 014: Executing structurally independent, cross-functional validation, formal challenge, and pre-deployment stress-testing of AI models."
AR_PSYCH_04,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_PSYCH_05,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_COGDEC_01,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_COGDEC_02,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_COGDEC_03,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_COGDEC_04,"Question Group 009: Architecting Human-in-the-Loop (HITL), Human-on-the-Loop (HOTL), and Human-in-Command (HIC) mechanisms across automated and semi-automated AI decision pipelines."
AR_COGDEC_05,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_MOTIV_01,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
